zona,actividad,valor
Zona metropolitana de Zacatecas-Guadalupe,185,1323.0
Zona metropolitana de Tepic,100,331.0
Zona metropolitana de Reynosa,99,641.0
Zona metropolitana de La Laguna,146,88.0
Zona conurbada de Salina Cruz,146,6.0
Metrópoli municipal de Nogales,146,11.0
Metrópoli municipal de Acapulco,98,78.0
Metrópoli municipal de Ciudad Obregón,273,54.0
Zona metropolitana de Puerto Vallarta,275,32.0
Zona conurbada de Hidalgo del Parral,274,2.0
Zona metropolitana de Reynosa,274,1.0
Zona conurbada de Huamantla,274,0.0
Metrópoli municipal de Irapuato,49,251.0
Zona metropolitana de Tulancingo,49,138.0
Metrópoli municipal de Nuevo Laredo,49,111.0
Zona conurbada de Huamantla,49,30.0
Zona metropolitana de Orizaba,49,146.0
Zona metropolitana de la Ciudad de México,276,9701.0
Zona metropolitana de Morelia,276,565.0
Zona metropolitana de Chihuahua,39,162.0
Zona metropolitana de Piedras Negras,139,13.0
Zona metropolitana de La Piedad-Pénjamo,31,14.0
Zona metropolitana de Querétaro,31,100.0
Zona metropolitana de San Luis Potosí,31,45.0
Zona metropolitana de Toluca,120,560.0
Zona metropolitana de Minatitlán,120,59.0
Zona metropolitana de Orizaba,120,108.0
Zona conurbada de Valladolid,120,25.0
Zona conurbada de Teziutlán,140,0.0
Zona conurbada de Acayucan,140,0.0
Metrópoli municipal de Guanajuato,269,0.0
Zona metropolitana de Puerto Vallarta,269,21.0
Zona metropolitana de La Piedad-Pénjamo,269,1.0
Zona conurbada de Lázaro Cárdenas,269,4.0
Zona conurbada de Sahuayo,269,1.0
Zona metropolitana de Morelia,60,4.0
Zona metropolitana de Tulancingo,56,1.0
Zona metropolitana de Guadalajara,56,17.0
Zona conurbada de Sahuayo,217,21.0
Zona metropolitana de Aguascalientes,263,109.0
Zona conurbada de Salina Cruz,37,6.0
Zona metropolitana de Guaymas,178,1.0
Zona conurbada de Silao,30,4.0
Zona metropolitana de San Martín Texmelucan,216,0.0
Zona conurbada de Sabinas,264,0.0
Metrópoli municipal de Durango,318,1.0
Zona metropolitana de Pachuca,318,4.0
Zona metropolitana de Chilpancingo,316,0.0
Zona metropolitana de Coatzacoalcos,316,2.0
Zona conurbada de Silao,259,0.0
Metrópoli municipal de Chetumal,259,0.0
Zona conurbada de Valladolid,259,0.0
Zona metropolitana de Reynosa,266,6.0
Zona metropolitana de Saltillo,317,14.0
Zona conurbada de Tianguistenco,265,1.0
Zona metropolitana de Reynosa,265,7.0
Metrópoli municipal de Nuevo Laredo,265,6.0
Metrópoli municipal de Campeche,262,1.0
Zona metropolitana de Tlaxcala-Apizaco,210,18.0
Zona metropolitana de la Ciudad de México,133,697.0
Zona metropolitana de Colima-Villa de Álvarez,98,32.0
Metrópoli municipal de Mazatlán,94,109.0
Zona conurbada de Silao,134,0.0
Zona metropolitana de Poza Rica,134,3.0
Metrópoli municipal de Hermosillo,258,78.0
Zona metropolitana de Tampico,258,71.0
Zona metropolitana de Puerto Vallarta,135,0.0
Metrópoli municipal de Ciudad Victoria,135,0.0
Zona metropolitana de Coatzacoalcos,135,0.0
Zona metropolitana de la Ciudad de México,138,261.0
Zona metropolitana de Villahermosa,138,0.0
Metrópoli municipal de Uruapan,137,0.0
Zona conurbada de Salina Cruz,137,0.0
Zona metropolitana de Tuxtla Gutiérrez,313,103.0
Zona metropolitana de Toluca,313,92.0
Zona metropolitana de Mérida,313,164.0
Zona metropolitana de Cuernavaca,118,10.0
Metrópoli municipal de Campeche,43,111.0
Zona metropolitana de Piedras Negras,95,28.0
Zona conurbada de Hidalgo del Parral,95,12.0
Zona metropolitana de Tulancingo,95,48.0
Zona metropolitana de Zamora,95,48.0
Zona conurbada de Teziutlán,95,17.0
Zona metropolitana de Xalapa,95,138.0
Zona metropolitana de Tapachula,11,44.0
Metrópoli municipal de Nogales,11,24.0
Zona metropolitana de Zacatecas-Guadalupe,11,46.0
Zona conurbada de Huauchinango,96,38.0
Zona metropolitana de Oaxaca,85,2.0
Metrópoli municipal de Nogales,184,2.0
Metrópoli municipal de Ensenada,141,313.0
Metrópoli municipal de Durango,141,519.0
Zona metropolitana de San Martín Texmelucan,141,233.0
Zona metropolitana de Cuautla,220,30.0
Zona conurbada de Ocotlán,32,24.0
Zona metropolitana de Tulancingo,18,103.0
Zona metropolitana de Guadalajara,270,457.0
Zona metropolitana de Tehuacán,270,51.0
Zona conurbada de Hidalgo del Parral,170,4.0
Zona conurbada de Huamantla,170,3.0
Zona conurbada de Rioverde,306,0.0
Zona conurbada de Sabinas,228,0.0
Zona metropolitana de Córdoba,291,0.0
Zona metropolitana de La Laguna,45,0.0
Zona conurbada de Sabinas,45,0.0
Zona metropolitana de Morelia,45,0.0
Zona metropolitana de Zamora,45,0.0
Zona metropolitana de Querétaro,45,0.0
Zona metropolitana de Villahermosa,45,6.0
Zona conurbada de Ozumba,40,0.0
Zona metropolitana de Tepic,40,17.0
Zona metropolitana de Monterrey,40,1.0
Zona metropolitana de Querétaro,40,6.0
Metrópoli municipal de Ciudad Obregón,40,23.0
Zona metropolitana de Reynosa,40,1.0
Zona metropolitana de Tapachula,149,5.0
Metrópoli municipal de Durango,149,3.0
Zona metropolitana de Pachuca,149,0.0
Zona metropolitana de Tulancingo,149,1.0
Zona metropolitana de Morelia,149,4.0
Zona conurbada de Lázaro Cárdenas,149,2.0
Zona conurbada de Juchitán de Zaragoza,149,1.0
Zona metropolitana de Puebla-Tlaxcala,149,4.0
Metrópoli municipal de Los Mochis,149,8.0
Zona metropolitana de Monclova-Frontera,101,0.0
Metrópoli municipal de Ciudad Juárez,101,1.0
Zona conurbada de Huauchinango,101,0.0
Zona metropolitana de Veracruz,101,0.0
Zona metropolitana de Mérida,101,3.0
Zona metropolitana de Zacatecas-Guadalupe,101,2.0
Zona metropolitana de Tulancingo,228,0.0
Zona metropolitana de Puerto Vallarta,228,2.0
Zona metropolitana de Toluca,228,4.0
Zona metropolitana de Monterrey,228,10.0
Metrópoli municipal de Los Mochis,228,17.0
Metrópoli municipal de Matamoros,228,0.0
Zona metropolitana de Chihuahua,290,0.0
Metrópoli municipal de Irapuato,290,0.0
Zona conurbada de Ocotlán,290,0.0
Zona metropolitana de Puebla-Tlaxcala,290,0.0
Zona metropolitana de Cancún,290,0.0
Metrópoli municipal de Los Mochis,290,0.0
Metrópoli municipal de Campeche,291,0.0
Metrópoli municipal de Irapuato,291,0.0
Zona conurbada de Silao,291,0.0
Metrópoli municipal de Acapulco,291,0.0
Zona metropolitana de Cuautla,291,0.0
Zona metropolitana de La Laguna,187,2.0
Zona conurbada de Sabinas,187,55.0
Zona conurbada de Hidalgo del Parral,187,0.0
Zona metropolitana de La Piedad-Pénjamo,187,0.0
Zona conurbada de Juchitán de Zaragoza,187,0.0
Zona metropolitana de Puebla-Tlaxcala,187,0.0
Metrópoli municipal de Ciudad Juárez,293,0.0
Zona metropolitana de Tlaxcala-Apizaco,293,0.0
Zona conurbada de Valladolid,293,0.0
Zona metropolitana de Celaya,66,0.0
Zona metropolitana de Cuernavaca,66,1.0
Zona metropolitana de Tepic,66,1.0
Zona conurbada de Matehuala,66,3.0
Metrópoli municipal de Mazatlán,66,5.0
Metrópoli municipal de Matamoros,66,0.0
Zona metropolitana de La Laguna,7,32.0
Zona metropolitana de Tuxtla Gutiérrez,7,11.0
Metrópoli municipal de Playa del Carmen,7,0.0
Metrópoli municipal de Ciudad Victoria,7,0.0
Zona conurbada de Huamantla,7,0.0
Zona conurbada de Valladolid,7,4.0
Zona metropolitana de Chilpancingo,124,0.0
Zona conurbada de Ozumba,124,0.0
Zona metropolitana de La Piedad-Pénjamo,124,0.0
Zona conurbada de Sahuayo,124,0.0
Zona conurbada de Teziutlán,124,0.0
Metrópoli municipal de Chetumal,124,0.0
Metrópoli municipal de La Paz,73,2.0
Zona conurbada de Sabinas,73,4.0
Zona metropolitana de Toluca,73,7.0
Zona metropolitana de Cuernavaca,73,10.0
Metrópoli municipal de Nogales,73,2.0
Zona conurbada de Huamantla,73,1.0
Zona metropolitana de Córdoba,73,0.0
Zona metropolitana de Poza Rica,73,10.0
Metrópoli municipal de Los Cabos,21,9.0
Zona metropolitana de Celaya,21,10.0
Zona conurbada de Tianguistenco,21,2.0
Zona metropolitana de Querétaro,21,11.0
Zona conurbada de Rioverde,21,1.0
Metrópoli municipal de Ciudad Obregón,21,12.0
Zona metropolitana de Zacatecas-Guadalupe,21,6.0
Zona conurbada de Silao,152,1.0
Zona metropolitana de Pachuca,152,6.0
Zona conurbada de Matehuala,152,1.0
Metrópoli municipal de Los Cabos,48,20.0
Metrópoli municipal de Irapuato,48,14.0
Zona conurbada de Tehuantepec,48,8.0
Zona metropolitana de Tehuacán,48,46.0
Metrópoli municipal de Playa del Carmen,48,15.0
Zona metropolitana de Reynosa,48,47.0
Zona metropolitana de Poza Rica,48,14.0
Zona conurbada de Acayucan,48,4.0
Zona metropolitana de Tapachula,114,29.0
Zona metropolitana de Tlaxcala-Apizaco,114,45.0
Zona metropolitana de Tijuana,13,277.0
Metrópoli municipal de Acapulco,13,47.0
Zona conurbada de Atitalaquia,13,6.0
Zona conurbada de Ozumba,13,1.0
Zona metropolitana de Querétaro,13,370.0
Zona conurbada de Rioverde,13,20.0
Zona metropolitana de Guaymas,13,13.0
Metrópoli municipal de Ciudad Obregón,13,46.0
Zona metropolitana de Mérida,13,238.0
Zona metropolitana de Monclova-Frontera,12,47.0
Zona metropolitana de Piedras Negras,12,9.0
Zona metropolitana de Pachuca,12,37.0
Zona metropolitana de Monterrey,12,365.0
Zona metropolitana de Querétaro,12,138.0
Zona metropolitana de Guaymas,12,7.0
Zona conurbada de Caborca,12,6.0
Metrópoli municipal de La Paz,127,0.0
Metrópoli municipal de Hermosillo,158,0.0
Zona metropolitana de San Luis Potosí,127,1.0
Zona metropolitana de Morelia,158,0.0
Zona conurbada de Salina Cruz,295,0.0
Zona metropolitana de Tulancingo,108,0.0
Metrópoli municipal de Durango,52,0.0
Metrópoli municipal de Los Mochis,29,353.0
Zona conurbada de Sabinas,234,0.0
Zona conurbada de Hidalgo del Parral,28,41.0
Zona metropolitana de Pachuca,28,275.0
Zona metropolitana de Monterrey,28,898.0
Zona metropolitana de Oaxaca,28,553.0
Metrópoli municipal de Los Mochis,28,300.0
Metrópoli municipal de Hermosillo,28,220.0
Zona metropolitana de Chihuahua,190,2.0
Metrópoli municipal de Mazatlán,190,0.0
Zona metropolitana de Xalapa,190,0.0
Zona metropolitana de Delicias,105,6.0
Zona metropolitana de Puerto Vallarta,105,21.0
Metrópoli municipal de Chetumal,105,0.0
Metrópoli municipal de Playa del Carmen,105,2.0
Zona metropolitana de Veracruz,105,9.0
Metrópoli municipal de Mexicali,294,3.0
Metrópoli municipal de Los Cabos,294,2.0
Metrópoli municipal de Campeche,294,1.0
Zona conurbada de Atitalaquia,294,0.0
Zona conurbada de Lázaro Cárdenas,294,0.0
Metrópoli municipal de Chetumal,294,1.0
Metrópoli municipal de Hermosillo,294,0.0
Metrópoli municipal de Nuevo Laredo,294,0.0
Zona metropolitana de Xalapa,294,4.0
Metrópoli municipal de Chetumal,84,14.0
Zona conurbada de Matehuala,84,5.0
Metrópoli municipal de Ciudad Victoria,84,13.0
Zona metropolitana de Tlaxcala-Apizaco,84,82.0
Zona metropolitana de Aguascalientes,127,2.0
Zona conurbada de Tecomán,127,8.0
Zona metropolitana de Delicias,127,0.0
Zona metropolitana de León,127,6.0
Zona metropolitana de Oaxaca,127,16.0
Zona metropolitana de Cancún,127,2.0
Metrópoli municipal de Ciudad Obregón,127,1.0
Metrópoli municipal de Hermosillo,127,3.0
Zona metropolitana de Córdoba,127,0.0
Zona metropolitana de Tijuana,55,189.0
Zona metropolitana de Tapachula,55,88.0
Zona metropolitana de Celaya,55,192.0
Zona metropolitana de Puerto Vallarta,55,249.0
Zona metropolitana de Toluca,55,863.0
Zona conurbada de Lázaro Cárdenas,55,70.0
Metrópoli municipal de Los Mochis,55,154.0
Zona conurbada de Tecomán,295,1.0
Zona metropolitana de Chihuahua,295,6.0
Zona conurbada de Moroleón-Uriangato,295,0.0
Zona metropolitana de La Piedad-Pénjamo,295,1.0
Zona metropolitana de Morelia,295,5.0
Metrópoli municipal de Los Mochis,295,1.0
Zona conurbada de Sabinas,192,0.0
Zona conurbada de Hidalgo del Parral,192,0.0
Metrópoli municipal de Guanajuato,192,1.0
Zona metropolitana de Puebla-Tlaxcala,192,2.0
Zona metropolitana de Villahermosa,192,0.0
Zona metropolitana de Tampico,192,1.0
Zona metropolitana de Coatzacoalcos,192,0.0
Zona metropolitana de Pachuca,46,27.0
Zona metropolitana de Morelia,46,52.0
Zona conurbada de Salina Cruz,46,22.0
Zona conurbada de Teziutlán,46,5.0
Metrópoli municipal de Ciudad Obregón,46,46.0
Zona metropolitana de Colima-Villa de Álvarez,58,0.0
Zona conurbada de Atitalaquia,58,3.0
Metrópoli municipal de Playa del Carmen,58,2.0
Zona metropolitana de Villahermosa,58,3.0
Zona metropolitana de Coatzacoalcos,58,0.0
Zona metropolitana de Minatitlán,58,0.0
Zona metropolitana de Tijuana,158,3.0
Metrópoli municipal de Campeche,158,0.0
Zona metropolitana de Zamora,158,0.0
Zona conurbada de Salina Cruz,158,0.0
Metrópoli municipal de Playa del Carmen,158,0.0
Zona metropolitana de Orizaba,158,0.0
Zona conurbada de Sabinas,29,78.0
Zona conurbada de Atitalaquia,29,60.0
Zona metropolitana de Puerto Vallarta,29,360.0
Zona metropolitana de Coatzacoalcos,29,250.0
Zona metropolitana de Zamora,232,2.0
Zona conurbada de Teziutlán,232,1.0
Metrópoli municipal de Chetumal,232,1.0
Zona conurbada de Tecomán,76,96.0
Zona metropolitana de Delicias,76,111.0
Zona metropolitana de Celaya,76,489.0
Zona metropolitana de Chilpancingo,76,310.0
Zona metropolitana de Tehuacán,76,427.0
Zona conurbada de Sabinas,233,0.0
Zona metropolitana de Cuernavaca,233,4.0
Metrópoli municipal de Ciudad Obregón,233,2.0
Metrópoli municipal de Hermosillo,233,5.0
Zona metropolitana de Coatzacoalcos,233,1.0
Zona metropolitana de Mérida,233,10.0
Metrópoli municipal de Ensenada,65,0.0
Zona metropolitana de Monclova-Frontera,65,1.0
Metrópoli municipal de Guanajuato,65,0.0
Zona metropolitana de Cuernavaca,65,2.0
Zona metropolitana de Querétaro,65,8.0
Zona metropolitana de Villahermosa,65,3.0
Zona conurbada de Valladolid,65,0.0
Metrópoli municipal de Acapulco,234,0.0
Zona conurbada de Atitalaquia,234,0.0
Zona conurbada de Ocotlán,234,0.0
Metrópoli municipal de Ensenada,52,0.0
Metrópoli municipal de Mexicali,52,0.0
Zona metropolitana de Tapachula,52,0.0
Metrópoli municipal de Acapulco,52,0.0
Zona conurbada de Ozumba,52,0.0
Metrópoli municipal de Chetumal,52,0.0
Metrópoli municipal de Culiacán,52,0.0
Zona metropolitana de Minatitlán,52,7.0
Zona conurbada de Ocotlán,159,0.0
Zona conurbada de Matehuala,159,0.0
Zona metropolitana de Guaymas,159,0.0
Zona metropolitana de San Luis Potosí,68,10.0
Zona conurbada de Huamantla,68,0.0
Zona metropolitana de Tijuana,108,26.0
Zona metropolitana de Monclova-Frontera,108,1.0
Zona conurbada de Hidalgo del Parral,108,1.0
Zona metropolitana de Celaya,108,6.0
Zona metropolitana de Zamora,108,1.0
Zona metropolitana de San Martín Texmelucan,108,3.0
Zona metropolitana de Tlaxcala-Apizaco,108,9.0
Zona conurbada de Huauchinango,3,4.0
Metrópoli municipal de Los Cabos,85,1.0
Zona metropolitana de La Piedad-Pénjamo,85,1.0
Zona conurbada de Huauchinango,85,0.0
Metrópoli municipal de Ciudad Obregón,85,9.0
Zona metropolitana de Tapachula,236,1.0
Metrópoli municipal de Uruapan,236,1.0
Zona conurbada de Teziutlán,236,0.0
Metrópoli municipal de Nuevo Laredo,160,0.0
Zona metropolitana de Minatitlán,160,1.0
Metrópoli municipal de Guanajuato,57,1.0
Zona metropolitana de Orizaba,57,15.0
Zona conurbada de Tianguistenco,161,1.0
Metrópoli municipal de Uruapan,161,1.0
Zona metropolitana de Aguascalientes,218,8.0
Zona conurbada de Lázaro Cárdenas,218,1.0
Zona conurbada de Sahuayo,218,0.0
Zona metropolitana de San Martín Texmelucan,103,6.0
Zona metropolitana de Reynosa,106,2.0
Zona metropolitana de Tijuana,5,64.0
Zona conurbada de Ocotlán,186,0.0
Metrópoli municipal de Campeche,103,4.0
Zona conurbada de Tecomán,103,10.0
Metrópoli municipal de Hermosillo,103,15.0
Zona metropolitana de Poza Rica,103,8.0
Metrópoli municipal de La Paz,5,54.0
Zona metropolitana de La Laguna,5,116.0
Zona metropolitana de Cuautla,5,230.0
Zona conurbada de Tehuantepec,5,73.0
Metrópoli municipal de Playa del Carmen,5,7.0
Metrópoli municipal de Culiacán,5,149.0
Metrópoli municipal de Los Mochis,5,154.0
Metrópoli municipal de Ciudad Obregón,5,87.0
Metrópoli municipal de Hermosillo,5,146.0
Metrópoli municipal de Ciudad Victoria,5,19.0
Zona conurbada de Moroleón-Uriangato,41,742.0
Zona conurbada de Silao,41,556.0
Zona conurbada de Tianguistenco,41,750.0
Zona metropolitana de Monterrey,41,4013.0
Zona metropolitana de Chihuahua,51,30.0
Zona metropolitana de Veracruz,51,9.0
Metrópoli municipal de La Paz,154,144.0
Zona metropolitana de La Laguna,154,65.0
Zona conurbada de Atitalaquia,154,17.0
Zona metropolitana de Guadalajara,154,1739.0
Metrópoli municipal de Uruapan,154,69.0
Zona conurbada de Atitalaquia,153,0.0
Zona metropolitana de Puerto Vallarta,153,0.0
Zona metropolitana de Morelia,153,3.0
Zona metropolitana de Zamora,153,0.0
Zona conurbada de Juchitán de Zaragoza,153,0.0
Zona metropolitana de Tlaxcala-Apizaco,153,4.0
Metrópoli municipal de La Paz,126,0.0
Zona conurbada de Huauchinango,126,0.0
Metrópoli municipal de Nogales,126,0.0
Metrópoli municipal de Nuevo Laredo,126,0.0
Zona metropolitana de Coatzacoalcos,126,0.0
Zona metropolitana de Celaya,186,0.0
Zona metropolitana de Pachuca,186,2.0
Zona conurbada de Huauchinango,186,0.0
Zona conurbada de Sabinas,155,0.0
Zona metropolitana de Chihuahua,155,0.0
Zona metropolitana de Delicias,155,0.0
Metrópoli municipal de Culiacán,155,0.0
Zona metropolitana de Tuxtla Gutiérrez,189,2.0
Zona metropolitana de Cancún,189,0.0
Zona conurbada de Matehuala,189,0.0
Zona metropolitana de Coatzacoalcos,189,0.0
Zona metropolitana de Zacatecas-Guadalupe,189,1.0
Zona metropolitana de la Ciudad de México,230,112.0
Zona metropolitana de Pachuca,230,1.0
Metrópoli municipal de Uruapan,230,2.0
Zona conurbada de Teziutlán,230,5.0
Zona conurbada de Matehuala,230,0.0
Metrópoli municipal de Ciudad Obregón,230,1.0
Metrópoli municipal de Ensenada,104,7.0
Zona metropolitana de Colima-Villa de Álvarez,104,4.0
Zona metropolitana de Tlaxcala-Apizaco,104,19.0
Zona metropolitana de Xalapa,104,4.0
Zona metropolitana de Guadalajara,156,188.0
Zona conurbada de Juchitán de Zaragoza,156,3039.0
Metrópoli municipal de Culiacán,156,35.0
Zona metropolitana de Saltillo,106,6.0
Zona conurbada de Moroleón-Uriangato,106,0.0
Zona metropolitana de San Martín Texmelucan,106,3.0
Metrópoli municipal de Ensenada,231,0.0
Zona metropolitana de Celaya,231,1.0
Zona metropolitana de Cuautla,231,0.0
Zona conurbada de Acayucan,231,0.0
Metrópoli municipal de Mexicali,237,0.0
Zona metropolitana de La Laguna,237,0.0
Zona metropolitana de Guadalajara,237,3.0
Zona conurbada de Ozumba,237,1.0
Zona metropolitana de San Luis Potosí,237,1.0
Zona conurbada de Caborca,237,0.0
Zona conurbada de Valladolid,237,0.0
Zona metropolitana de Monclova-Frontera,157,0.0
Metrópoli municipal de Durango,157,1.0
Zona metropolitana de Villahermosa,157,1.0
Zona metropolitana de Tehuacán,6,15.0
Zona metropolitana de Poza Rica,91,19.0
Metrópoli municipal de Mexicali,115,26.0
Zona metropolitana de Colima-Villa de Álvarez,115,13.0
Zona metropolitana de León,115,23.0
Zona metropolitana de Chihuahua,204,62.0
Metrópoli municipal de Irapuato,204,17.0
Zona metropolitana de Chilpancingo,204,4.0
Metrópoli municipal de Nogales,204,7.0
Metrópoli municipal de Nuevo Laredo,204,10.0
Zona metropolitana de León,250,14.0
Metrópoli municipal de Guanajuato,250,5.0
Zona metropolitana de Puerto Vallarta,250,2.0
Zona conurbada de Ozumba,250,0.0
Zona metropolitana de Tepic,250,15.0
Zona conurbada de Tehuantepec,250,0.0
Zona metropolitana de Veracruz,250,29.0
Zona conurbada de Silao,36,4.0
Zona conurbada de Lázaro Cárdenas,36,12.0
Zona metropolitana de San Luis Potosí,36,54.0
Zona conurbada de Matehuala,36,3.0
Zona metropolitana de Delicias,6,21.0
Zona conurbada de Silao,6,11.0
Zona metropolitana de Cuernavaca,6,38.0
Zona metropolitana de Veracruz,6,40.0
Metrópoli municipal de Ciudad Juárez,188,1.0
Zona metropolitana de la Ciudad de México,188,99.0
Zona conurbada de Ozumba,188,5.0
Metrópoli municipal de Los Mochis,188,3.0
Zona conurbada de Hidalgo del Parral,67,0.0
Metrópoli municipal de Los Mochis,67,16.0
Zona conurbada de Huamantla,67,6.0
Zona metropolitana de Celaya,83,2.0
Metrópoli municipal de Acapulco,83,1.0
Zona metropolitana de Morelia,83,3.0
Metrópoli municipal de La Paz,151,0.0
Metrópoli municipal de Campeche,151,0.0
Zona metropolitana de Saltillo,151,0.0
Zona metropolitana de Colima-Villa de Álvarez,151,0.0
Metrópoli municipal de Guanajuato,151,1.0
Zona metropolitana de Puerto Vallarta,151,0.0
Zona metropolitana de San Martín Texmelucan,151,0.0
Zona metropolitana de Poza Rica,151,0.0
Zona conurbada de Sabinas,125,4.0
Zona metropolitana de Chihuahua,125,14.0
Zona metropolitana de la Ciudad de México,125,553.0
Zona metropolitana de Celaya,125,49.0
Zona metropolitana de Pachuca,125,17.0
Zona metropolitana de Guaymas,125,2.0
Zona conurbada de Huamantla,125,12.0
Metrópoli municipal de Guanajuato,150,29.0
Zona conurbada de Silao,150,42.0
Zona conurbada de Atitalaquia,150,13.0
Zona conurbada de Lázaro Cárdenas,150,28.0
Metrópoli municipal de Ciudad Victoria,150,23.0
Zona metropolitana de Coatzacoalcos,150,25.0
Zona conurbada de Tianguistenco,165,1.0
Zona metropolitana de Zamora,128,0.0
Zona metropolitana de Tampico,34,40.0
Metrópoli municipal de Matamoros,34,46.0
Zona metropolitana de Orizaba,34,14.0
Metrópoli municipal de Ensenada,238,0.0
Zona conurbada de Silao,238,0.0
Metrópoli municipal de Los Mochis,238,2.0
Zona metropolitana de Xalapa,238,0.0
Zona conurbada de Valladolid,238,0.0
Metrópoli municipal de Durango,110,7.0
Zona metropolitana de La Piedad-Pénjamo,110,1.0
Zona conurbada de Rioverde,110,1.0
Metrópoli municipal de Los Mochis,110,6.0
Metrópoli municipal de Mazatlán,110,4.0
Zona metropolitana de Guaymas,110,0.0
Metrópoli municipal de Nogales,110,2.0
Zona metropolitana de Villahermosa,110,10.0
Zona metropolitana de Córdoba,110,0.0
Zona metropolitana de Colima-Villa de Álvarez,35,40.0
Zona conurbada de Moroleón-Uriangato,35,32.0
Zona conurbada de Atitalaquia,35,21.0
Zona metropolitana de Cancún,35,32.0
Zona conurbada de Rioverde,35,107.0
Metrópoli municipal de Culiacán,35,244.0
Zona metropolitana de Piedras Negras,241,0.0
Zona conurbada de Tecomán,241,0.0
Zona metropolitana de Celaya,241,1.0
Zona metropolitana de Tulancingo,241,0.0
Zona conurbada de Ocotlán,241,0.0
Zona metropolitana de Morelia,241,1.0
