zona,actividad,valor
Zona conurbada de Huamantla,319,2.0
Zona conurbada de Sabinas,266,0.0
Zona conurbada de Silao,266,11.0
Zona metropolitana de Tulancingo,266,2.0
Zona metropolitana de Puerto Vallarta,266,5.0
Metrópoli municipal de Nuevo Laredo,266,2.0
Zona metropolitana de Piedras Negras,317,4.0
Zona conurbada de Ocotlán,317,1.0
Zona conurbada de Juchitán de Zaragoza,317,1.0
Zona metropolitana de Córdoba,317,0.0
Zona metropolitana de Delicias,265,2.0
Zona metropolitana de Celaya,265,20.0
Zona metropolitana de Puerto Vallarta,265,7.0
Zona metropolitana de Cuautla,265,3.0
Zona conurbada de Teziutlán,265,0.0
Zona conurbada de Matehuala,265,2.0
Metrópoli municipal de Los Mochis,265,10.0
Zona conurbada de Caborca,265,2.0
Zona conurbada de Silao,219,2.0
Zona conurbada de Atitalaquia,219,1.0
Zona metropolitana de Veracruz,219,2.0
Zona metropolitana de Guaymas,261,0.0
Metrópoli municipal de Culiacán,257,63.0
Zona metropolitana de Piedras Negras,195,0.0
Metrópoli municipal de Durango,133,17.0
Zona metropolitana de Chilpancingo,210,8.0
Zona metropolitana de Pachuca,107,4.0
Metrópoli municipal de Campeche,195,0.0
Zona conurbada de Caborca,258,4.0
Zona metropolitana de Tuxtla Gutiérrez,107,5.0
Zona metropolitana de la Ciudad de México,107,28.0
Zona metropolitana de Morelia,107,2.0
Zona metropolitana de Tuxtla Gutiérrez,194,0.0
Zona metropolitana de Puerto Vallarta,194,0.0
Zona conurbada de Rioverde,194,0.0
Metrópoli municipal de Ciudad Obregón,194,0.0
Zona conurbada de Huamantla,194,0.0
Zona conurbada de Valladolid,194,0.0
Zona metropolitana de Puerto Vallarta,193,0.0
Zona conurbada de Ozumba,193,0.0
Zona metropolitana de San Martín Texmelucan,193,0.0
Metrópoli municipal de Nogales,193,0.0
Zona metropolitana de Zacatecas-Guadalupe,193,0.0
Metrópoli municipal de Mexicali,195,3.0
Zona conurbada de Ozumba,195,1.0
Zona metropolitana de San Martín Texmelucan,195,0.0
Zona conurbada de Teziutlán,195,0.0
Metrópoli municipal de Los Mochis,195,1.0
Metrópoli municipal de Campeche,261,0.0
Zona metropolitana de León,261,0.0
Zona conurbada de Salina Cruz,261,0.0
Metrópoli municipal de Los Mochis,261,0.0
Zona metropolitana de Orizaba,261,0.0
Zona metropolitana de Veracruz,261,0.0
Zona metropolitana de Aguascalientes,176,1.0
Zona metropolitana de Tuxtla Gutiérrez,176,5.0
Metrópoli municipal de Guanajuato,176,0.0
Zona metropolitana de La Piedad-Pénjamo,176,0.0
Metrópoli municipal de Playa del Carmen,176,2.0
Zona metropolitana de Tlaxcala-Apizaco,176,4.0
Zona conurbada de Huamantla,176,1.0
Zona metropolitana de Poza Rica,176,2.0
Metrópoli municipal de Durango,262,1.0
Zona conurbada de Ozumba,262,0.0
Zona metropolitana de Morelia,262,1.0
Zona conurbada de Huauchinango,262,0.0
Zona conurbada de Rioverde,262,0.0
Metrópoli municipal de Ensenada,257,17.0
Zona metropolitana de Piedras Negras,257,13.0
Zona metropolitana de Puerto Vallarta,257,18.0
Metrópoli municipal de Uruapan,257,26.0
Zona conurbada de Salina Cruz,257,7.0
Zona metropolitana de Tehuacán,257,15.0
Metrópoli municipal de Chetumal,257,16.0
Metrópoli municipal de Nogales,257,15.0
Zona metropolitana de Tampico,257,49.0
Zona metropolitana de Zacatecas-Guadalupe,257,41.0
Zona metropolitana de Aguascalientes,210,27.0
Zona metropolitana de Pachuca,210,26.0
Zona conurbada de Atitalaquia,210,1.0
Zona metropolitana de Toluca,210,53.0
Zona metropolitana de La Piedad-Pénjamo,210,3.0
Zona conurbada de Huauchinango,210,2.0
Zona conurbada de Hidalgo del Parral,133,5.0
Zona metropolitana de Toluca,133,79.0
Zona metropolitana de Puebla-Tlaxcala,133,96.0
Zona metropolitana de Córdoba,133,18.0
Metrópoli municipal de Campeche,181,3.0
Zona conurbada de Tecomán,181,4.0
Zona metropolitana de Puerto Vallarta,181,2.0
Metrópoli municipal de Culiacán,181,5.0
Zona metropolitana de Minatitlán,181,0.0
Metrópoli municipal de La Paz,214,0.0
Metrópoli municipal de Campeche,214,0.0
Metrópoli municipal de Durango,214,0.0
Zona metropolitana de Celaya,214,0.0
Zona metropolitana de Veracruz,214,0.0
Metrópoli municipal de Ensenada,211,0.0
Zona metropolitana de Tuxtla Gutiérrez,211,0.0
Zona metropolitana de Delicias,211,0.0
Zona metropolitana de la Ciudad de México,211,35.0
Zona metropolitana de Tulancingo,211,0.0
Zona conurbada de Teziutlán,211,0.0
Metrópoli municipal de Los Mochis,211,0.0
Zona metropolitana de Guaymas,211,0.0
Metrópoli municipal de La Paz,77,264.0
Metrópoli municipal de Uruapan,77,137.0
Zona metropolitana de Delicias,94,44.0
Metrópoli municipal de Acapulco,94,92.0
Zona metropolitana de Tulancingo,94,41.0
Zona conurbada de Tianguistenco,94,23.0
Zona metropolitana de Tlaxcala-Apizaco,94,111.0
Metrópoli municipal de Ensenada,134,3.0
Metrópoli municipal de Guanajuato,134,0.0
Metrópoli municipal de Irapuato,134,4.0
Zona conurbada de Ozumba,134,0.0
Zona conurbada de Tianguistenco,134,0.0
Zona metropolitana de La Piedad-Pénjamo,134,2.0
Zona conurbada de Sahuayo,134,0.0
Zona metropolitana de Tepic,134,5.0
Metrópoli municipal de Los Cabos,258,16.0
Zona metropolitana de Delicias,258,16.0
Metrópoli municipal de Irapuato,135,1.0
Metrópoli municipal de Nuevo Laredo,135,0.0
Zona metropolitana de Puerto Vallarta,212,2.0
Zona conurbada de Tianguistenco,212,0.0
Metrópoli municipal de Ensenada,138,63.0
Metrópoli municipal de La Paz,138,5.0
Zona metropolitana de León,138,27.0
Metrópoli municipal de Guanajuato,138,1.0
Zona conurbada de Tehuantepec,138,0.0
Metrópoli municipal de Hermosillo,138,43.0
Metrópoli municipal de Nogales,138,118.0
Zona conurbada de Ozumba,136,0.0
Zona conurbada de Tianguistenco,136,1.0
Zona metropolitana de Tepic,136,12.0
Metrópoli municipal de Ensenada,137,0.0
Zona metropolitana de Pachuca,137,2.0
Zona metropolitana de Monterrey,137,4.0
Zona conurbada de Sabinas,313,15.0
Metrópoli municipal de Culiacán,313,112.0
Zona metropolitana de Poza Rica,313,21.0
Zona conurbada de Acayucan,313,10.0
Zona conurbada de Salina Cruz,118,1.0
Zona metropolitana de Coatzacoalcos,118,8.0
Zona metropolitana de Tuxtla Gutiérrez,43,494.0
Zona conurbada de Matehuala,43,114.0
Metrópoli municipal de Durango,95,121.0
Zona metropolitana de La Piedad-Pénjamo,95,23.0
Zona conurbada de Rioverde,95,39.0
Metrópoli municipal de Hermosillo,95,275.0
Zona metropolitana de La Laguna,177,37.0
Zona metropolitana de Morelia,177,13.0
Zona metropolitana de la Ciudad de México,267,537.0
Zona metropolitana de Zamora,308,44.0
Metrópoli municipal de Ciudad Victoria,267,14.0
Zona conurbada de Teziutlán,174,0.0
Metrópoli municipal de Chetumal,235,0.0
Zona conurbada de Moroleón-Uriangato,180,1.0
Metrópoli municipal de Matamoros,267,14.0
Zona conurbada de Sahuayo,309,0.0
Zona metropolitana de Cancún,268,12.0
Metrópoli municipal de Ciudad Obregón,268,8.0
Zona conurbada de Caborca,268,1.0
Zona metropolitana de Tlaxcala-Apizaco,268,13.0
Metrópoli municipal de Ensenada,180,3.0
Zona metropolitana de Tapachula,180,1.0
Zona conurbada de Ozumba,180,1.0
Zona metropolitana de Tehuacán,180,0.0
Metrópoli municipal de Ciudad Victoria,180,0.0
Zona conurbada de Ocotlán,308,25.0
Zona metropolitana de Toluca,308,108.0
Zona conurbada de Tehuantepec,308,0.0
Zona conurbada de Acayucan,308,40.0
Metrópoli municipal de La Paz,309,20.0
Metrópoli municipal de Nogales,309,0.0
Metrópoli municipal de Ciudad Victoria,309,1.0
Zona metropolitana de Xalapa,309,6.0
Zona conurbada de Ozumba,174,0.0
Zona metropolitana de Zamora,174,1.0
Zona metropolitana de San Martín Texmelucan,174,0.0
Metrópoli municipal de Campeche,267,16.0
Zona metropolitana de Cuernavaca,267,79.0
Zona metropolitana de Tehuacán,267,12.0
Metrópoli municipal de Mazatlán,267,20.0
Zona metropolitana de Reynosa,267,30.0
Zona conurbada de Ocotlán,207,1.0
Zona conurbada de Tehuantepec,207,1.0
Zona metropolitana de Querétaro,207,85.0
Zona conurbada de Caborca,207,2.0
Zona conurbada de Tecomán,229,0.0
Zona conurbada de Ocotlán,229,0.0
Zona conurbada de Huauchinango,229,0.0
Zona conurbada de Rioverde,229,0.0
Zona metropolitana de Orizaba,229,1.0
Zona metropolitana de Xalapa,229,0.0
Zona conurbada de Huamantla,320,0.0
Zona conurbada de Sabinas,235,1.0
Zona metropolitana de Colima-Villa de Álvarez,235,2.0
Zona metropolitana de Tuxtla Gutiérrez,235,2.0
Zona conurbada de Silao,235,1.0
Zona conurbada de Ocotlán,235,0.0
Zona conurbada de Sahuayo,235,0.0
Zona conurbada de Juchitán de Zaragoza,235,0.0
Zona conurbada de Tehuantepec,235,0.0
Zona metropolitana de Delicias,197,0.0
Zona conurbada de Juchitán de Zaragoza,197,0.0
Zona conurbada de Tecomán,249,0.0
Zona metropolitana de Pachuca,249,0.0
Zona conurbada de Ozumba,249,0.0
Zona metropolitana de Monterrey,249,9.0
Zona metropolitana de Tlaxcala-Apizaco,249,1.0
Zona conurbada de Acayucan,249,0.0
Zona metropolitana de Morelia,168,0.0
Metrópoli municipal de Uruapan,168,0.0
Zona metropolitana de Oaxaca,168,1.0
Zona metropolitana de Tlaxcala-Apizaco,168,1.0
Zona metropolitana de Chilpancingo,184,2.0
Zona conurbada de Sahuayo,184,0.0
Zona metropolitana de Córdoba,184,0.0
Zona metropolitana de Xalapa,184,3.0
Zona conurbada de Matehuala,141,86.0
Zona metropolitana de Poza Rica,141,278.0
Zona conurbada de Atitalaquia,220,3.0
Metrópoli municipal de Chetumal,32,41.0
Zona metropolitana de Tlaxcala-Apizaco,32,195.0
Metrópoli municipal de Irapuato,18,134.0
Metrópoli municipal de Matamoros,18,113.0
Zona metropolitana de Coatzacoalcos,18,134.0
Metrópoli municipal de Mazatlán,182,56.0
Zona metropolitana de Celaya,270,45.0
Zona conurbada de Moroleón-Uriangato,270,14.0
Zona metropolitana de Oaxaca,270,138.0
Metrópoli municipal de Ciudad Obregón,270,30.0
Metrópoli municipal de Ensenada,9,208.0
Metrópoli municipal de Acapulco,9,344.0
Zona metropolitana de Zamora,9,124.0
Zona conurbada de Caborca,9,60.0
Zona metropolitana de Reynosa,9,115.0
Metrópoli municipal de Nuevo Laredo,9,93.0
Zona metropolitana de Orizaba,9,217.0
Zona metropolitana de Zacatecas-Guadalupe,9,258.0
Zona metropolitana de Guadalajara,44,115.0
Zona metropolitana de Tepic,44,34.0
Zona metropolitana de Oaxaca,44,97.0
Zona conurbada de Salina Cruz,44,13.0
Zona conurbada de Rioverde,44,24.0
Metrópoli municipal de Culiacán,44,110.0
Metrópoli municipal de Ciudad Obregón,44,37.0
Zona metropolitana de Reynosa,44,16.0
Zona metropolitana de Coatzacoalcos,44,20.0
Zona metropolitana de Monclova-Frontera,8,82.0
Metrópoli municipal de Guanajuato,8,36.0
Zona conurbada de Atitalaquia,8,23.0
Metrópoli municipal de Los Mochis,8,116.0
Zona conurbada de Tecomán,144,3.0
Metrópoli municipal de Irapuato,144,2.0
Zona metropolitana de Guaymas,144,5.0
Metrópoli municipal de Ciudad Obregón,144,7.0
Metrópoli municipal de Ciudad Victoria,144,6.0
Metrópoli municipal de Matamoros,144,7.0
Zona conurbada de Sabinas,145,0.0
Zona conurbada de Hidalgo del Parral,145,0.0
Zona metropolitana de Guadalajara,145,7.0
Metrópoli municipal de Nuevo Laredo,145,4.0
Zona metropolitana de Tlaxcala-Apizaco,145,4.0
Zona metropolitana de Saltillo,279,15.0
Zona metropolitana de Pachuca,279,6.0
Zona metropolitana de Tulancingo,279,4.0
Zona conurbada de Caborca,279,2.0
Zona metropolitana de Pachuca,121,23.0
Zona metropolitana de Tehuacán,121,12.0
Zona metropolitana de Cancún,121,89.0
Zona metropolitana de Minatitlán,121,14.0
Zona metropolitana de Tapachula,130,171.0
Metrópoli municipal de Los Mochis,130,61.0
Metrópoli municipal de Ciudad Juárez,254,0.0
Zona metropolitana de Chilpancingo,254,0.0
Zona metropolitana de Oaxaca,254,0.0
Zona metropolitana de Querétaro,254,1.0
Zona conurbada de Huamantla,254,0.0
Zona metropolitana de La Laguna,170,10.0
Zona conurbada de Huauchinango,170,2.0
Metrópoli municipal de Culiacán,170,14.0
Zona metropolitana de Poza Rica,170,4.0
Zona metropolitana de Veracruz,170,25.0
Metrópoli municipal de Los Cabos,306,21.0
Zona metropolitana de León,306,39.0
Zona conurbada de Moroleón-Uriangato,306,1.0
Zona metropolitana de Cuautla,306,3.0
Zona metropolitana de Tepic,306,16.0
Zona conurbada de Tehuantepec,306,2.0
Metrópoli municipal de Playa del Carmen,306,2.0
Zona metropolitana de Reynosa,306,37.0
Metrópoli municipal de Matamoros,306,18.0
Zona metropolitana de Tapachula,305,15.0
Metrópoli municipal de Ciudad Juárez,305,15.0
Zona conurbada de Hidalgo del Parral,305,2.0
Metrópoli municipal de Durango,305,18.0
Zona metropolitana de Puebla-Tlaxcala,305,63.0
Zona metropolitana de San Martín Texmelucan,305,5.0
Zona metropolitana de Minatitlán,305,13.0
Zona metropolitana de Morelia,224,165.0
Zona conurbada de Lázaro Cárdenas,224,21.0
Zona conurbada de Juchitán de Zaragoza,224,5.0
Zona conurbada de Salina Cruz,224,5.0
Zona metropolitana de San Martín Texmelucan,224,35.0
Metrópoli municipal de Mazatlán,224,64.0
Zona metropolitana de Mérida,224,242.0
Zona conurbada de Sabinas,215,0.0
Zona metropolitana de Colima-Villa de Álvarez,215,0.0
Zona conurbada de Teziutlán,215,0.0
Metrópoli municipal de Culiacán,215,4.0
Zona metropolitana de Tampico,215,0.0
Metrópoli municipal de Los Cabos,33,402.0
Zona metropolitana de Chihuahua,33,2089.0
Zona conurbada de Moroleón-Uriangato,33,374.0
Zona metropolitana de Chilpancingo,33,622.0
Zona metropolitana de Puerto Vallarta,33,669.0
Zona metropolitana de Tepic,33,1312.0
Zona metropolitana de Guaymas,33,202.0
Zona metropolitana de Mérida,33,3137.0
Metrópoli municipal de Durango,2,558.0
Zona metropolitana de Oaxaca,2,976.0
Zona metropolitana de San Martín Texmelucan,2,299.0
Metrópoli municipal de Mazatlán,2,497.0
Metrópoli municipal de Los Cabos,62,34.0
Zona metropolitana de Reynosa,62,47.0
Metrópoli municipal de Nuevo Laredo,62,24.0
Zona metropolitana de Orizaba,62,32.0
Metrópoli municipal de Campeche,271,1.0
Zona metropolitana de Chihuahua,271,3.0
Metrópoli municipal de Guanajuato,271,0.0
Zona conurbada de Atitalaquia,271,1.0
Zona conurbada de Ozumba,271,1.0
Zona metropolitana de Zamora,271,2.0
Zona conurbada de Acayucan,271,0.0
Metrópoli municipal de Mexicali,142,31.0
Metrópoli municipal de Los Cabos,142,17.0
Zona metropolitana de Monclova-Frontera,142,9.0
Zona conurbada de Tianguistenco,142,4.0
Metrópoli municipal de Uruapan,142,26.0
Metrópoli municipal de Los Mochis,142,24.0
Zona metropolitana de Villahermosa,142,7.0
Zona metropolitana de Córdoba,142,9.0
Zona conurbada de Hidalgo del Parral,183,2.0
Zona metropolitana de Celaya,183,15.0
Metrópoli municipal de Ciudad Juárez,221,33.0
Metrópoli municipal de Durango,221,8.0
Zona metropolitana de Morelia,221,46.0
Zona metropolitana de Querétaro,221,37.0
Zona metropolitana de Córdoba,221,3.0
Zona conurbada de Acayucan,221,0.0
Zona metropolitana de Aguascalientes,272,18.0
Zona metropolitana de Tijuana,272,5.0
Zona metropolitana de Cuernavaca,272,8.0
Zona conurbada de Juchitán de Zaragoza,272,1.0
Metrópoli municipal de Playa del Carmen,272,3.0
Zona metropolitana de Poza Rica,272,1.0
Zona metropolitana de Veracruz,272,5.0
Metrópoli municipal de Culiacán,187,0.0
Zona metropolitana de Guadalajara,124,1.0
Zona metropolitana de Tuxtla Gutiérrez,152,13.0
Metrópoli municipal de Irapuato,13,60.0
Zona metropolitana de La Piedad-Pénjamo,12,7.0
Zona metropolitana de Tlaxcala-Apizaco,158,0.0
Metrópoli municipal de Guanajuato,76,110.0
Zona conurbada de Valladolid,159,0.0
Metrópoli municipal de Durango,108,3.0
Metrópoli municipal de Chetumal,108,0.0
Zona conurbada de Rioverde,108,0.0
Zona metropolitana de Tuxtla Gutiérrez,3,65.0
Zona conurbada de Hidalgo del Parral,3,5.0
Zona conurbada de Salina Cruz,3,3.0
Zona metropolitana de Tampico,236,1.0
Metrópoli municipal de Campeche,160,0.0
Zona metropolitana de Cuernavaca,160,4.0
Metrópoli municipal de La Paz,57,7.0
Metrópoli municipal de Los Cabos,161,3.0
Zona conurbada de Huamantla,161,2.0
Zona metropolitana de Colima-Villa de Álvarez,218,2.0
Metrópoli municipal de Los Mochis,218,1.0
Zona metropolitana de Villahermosa,218,3.0
Metrópoli municipal de Ciudad Juárez,52,1.0
Zona conurbada de Valladolid,155,0.0
Zona conurbada de Huamantla,106,0.0
Zona conurbada de Valladolid,231,0.0
Zona metropolitana de Cuernavaca,3,104.0
Metrópoli municipal de Los Cabos,237,0.0
Zona metropolitana de Monclova-Frontera,237,0.0
Zona metropolitana de Guaymas,237,0.0
Zona metropolitana de Tampico,237,0.0
Zona metropolitana de Chilpancingo,28,188.0
Zona metropolitana de Cancún,28,140.0
Zona conurbada de Tianguistenco,157,24.0
Zona conurbada de Valladolid,157,4.0
Zona conurbada de Hidalgo del Parral,188,2.0
Zona conurbada de Tecomán,67,0.0
Zona conurbada de Moroleón-Uriangato,150,48.0
Zona metropolitana de Reynosa,110,5.0
Metrópoli municipal de Chetumal,35,10.0
Zona metropolitana de Aguascalientes,163,1.0
Zona conurbada de Sabinas,163,0.0
Metrópoli municipal de Hermosillo,58,5.0
Zona metropolitana de Cuernavaca,164,0.0
Zona conurbada de Ozumba,112,0.0
Zona metropolitana de la Ciudad de México,29,9973.0
Zona metropolitana de La Piedad-Pénjamo,29,233.0
Zona metropolitana de Cuernavaca,29,921.0
Zona metropolitana de Puerto Vallarta,70,0.0
Metrópoli municipal de Nuevo Laredo,70,1.0
Zona metropolitana de Veracruz,165,2.0
Zona metropolitana de Monterrey,23,423.0
Metrópoli municipal de Nogales,15,7.0
Zona conurbada de Lázaro Cárdenas,198,0.0
Zona metropolitana de Tlaxcala-Apizaco,253,33.0
Zona conurbada de Tecomán,117,1.0
Zona metropolitana de La Piedad-Pénjamo,27,12.0
Zona conurbada de Sabinas,252,0.0
Zona metropolitana de Coatzacoalcos,22,141.0
Metrópoli municipal de Ciudad Obregón,70,0.0
Zona conurbada de Juchitán de Zaragoza,6,6.0
Zona conurbada de Ozumba,71,0.0
Metrópoli municipal de Los Mochis,71,0.0
Zona metropolitana de Coatzacoalcos,109,0.0
Zona metropolitana de Zamora,59,0.0
Zona metropolitana de San Luis Potosí,59,5.0
Zona metropolitana de Morelia,196,0.0
Zona metropolitana de Tampico,196,0.0
Zona conurbada de Sabinas,244,0.0
Zona conurbada de Atitalaquia,202,0.0
Zona metropolitana de Mérida,202,3.0
Metrópoli municipal de Matamoros,296,0.0
Zona metropolitana de Colima-Villa de Álvarez,112,0.0
Zona metropolitana de Tijuana,240,5.0
Zona metropolitana de Tehuacán,240,0.0
Zona conurbada de Huauchinango,240,0.0
Zona metropolitana de Querétaro,3,262.0
Zona metropolitana de Córdoba,3,32.0
Zona metropolitana de Colima-Villa de Álvarez,111,2.0
Zona conurbada de Hidalgo del Parral,111,0.0
Metrópoli municipal de Durango,111,1.0
Zona metropolitana de Oaxaca,111,0.0
Zona metropolitana de Reynosa,111,2.0
Zona metropolitana de Morelia,303,38.0
Zona metropolitana de Tulancingo,246,93.0
Zona metropolitana de Cancún,251,181.0
Zona conurbada de Huauchinango,100,83.0
Zona conurbada de Valladolid,100,28.0
Zona metropolitana de La Laguna,99,269.0
Metrópoli municipal de Mazatlán,99,257.0
Zona metropolitana de Xalapa,99,582.0
Zona metropolitana de Tepic,146,67.0
Zona metropolitana de Xalapa,273,50.0
Metrópoli municipal de Irapuato,275,20.0
Zona conurbada de Salina Cruz,274,0.0
Zona metropolitana de Chihuahua,49,438.0
Zona metropolitana de Delicias,49,108.0
Zona metropolitana de Delicias,276,177.0
Zona metropolitana de La Piedad-Pénjamo,39,39.0
Zona conurbada de Huauchinango,39,19.0
Zona metropolitana de Tampico,39,86.0
Zona conurbada de Salina Cruz,61,24.0
Metrópoli municipal de Acapulco,139,35.0
Zona metropolitana de Tampico,139,43.0
Zona metropolitana de Xalapa,139,72.0
Zona metropolitana de Tijuana,31,121.0
Zona metropolitana de Delicias,120,58.0
Metrópoli municipal de Ciudad Juárez,120,136.0
Zona metropolitana de Córdoba,120,74.0
Zona conurbada de Hidalgo del Parral,140,1.0
Zona conurbada de Salina Cruz,140,0.0
Zona metropolitana de San Martín Texmelucan,140,0.0
Zona metropolitana de Reynosa,269,5.0
Metrópoli municipal de Nuevo Laredo,172,0.0
Metrópoli municipal de Ciudad Victoria,132,2.0
Zona conurbada de Moroleón-Uriangato,175,24.0
Zona metropolitana de Celaya,223,3.0
Zona conurbada de Silao,37,23.0
Zona conurbada de Sahuayo,178,1.0
Zona metropolitana de Chihuahua,143,143.0
Zona conurbada de Silao,143,21.0
Zona metropolitana de Poza Rica,143,41.0
Zona conurbada de Acayucan,143,10.0
Zona conurbada de Caborca,319,3.0
Zona metropolitana de La Laguna,31,48.0
Zona metropolitana de Delicias,266,1.0
Zona metropolitana de Oaxaca,266,14.0
Zona conurbada de Rioverde,266,0.0
Zona metropolitana de Chilpancingo,317,0.0
Metrópoli municipal de Mexicali,219,8.0
Zona metropolitana de Villahermosa,219,1.0
Metrópoli municipal de Ciudad Victoria,219,1.0
Metrópoli municipal de Culiacán,262,0.0
Zona metropolitana de Aguascalientes,257,49.0
Metrópoli municipal de Hermosillo,257,64.0
Zona conurbada de Tecomán,214,0.0
Metrópoli municipal de Culiacán,211,0.0
Zona metropolitana de León,135,4.0
Zona metropolitana de Chihuahua,138,50.0
Metrópoli municipal de Durango,137,0.0
Metrópoli municipal de Chetumal,137,0.0
Zona conurbada de Huauchinango,118,0.0
Zona metropolitana de Córdoba,118,4.0
Metrópoli municipal de Ciudad Juárez,43,429.0
Metrópoli municipal de Mexicali,95,214.0
Metrópoli municipal de Matamoros,95,106.0
Zona metropolitana de Colima-Villa de Álvarez,177,11.0
Zona conurbada de Ozumba,177,0.0
Zona metropolitana de Monclova-Frontera,11,60.0
Metrópoli municipal de Mazatlán,96,165.0
Metrópoli municipal de Los Cabos,267,21.0
Zona metropolitana de Cuautla,229,0.0
Zona metropolitana de Guadalajara,320,26.0
Zona conurbada de Tianguistenco,197,0.0
Zona metropolitana de Querétaro,249,4.0
Zona metropolitana de La Piedad-Pénjamo,168,0.0
Zona metropolitana de San Martín Texmelucan,168,1.0
Metrópoli municipal de Los Mochis,168,0.0
Zona conurbada de Valladolid,168,0.0
Zona metropolitana de San Martín Texmelucan,184,0.0
Metrópoli municipal de Los Cabos,141,228.0
Metrópoli municipal de Irapuato,141,361.0
Zona metropolitana de Colima-Villa de Álvarez,220,35.0
Metrópoli municipal de Uruapan,220,26.0
Zona metropolitana de Villahermosa,18,236.0
Zona metropolitana de Poza Rica,182,34.0
Zona conurbada de Valladolid,182,14.0
Zona metropolitana de Zamora,270,26.0
Zona metropolitana de Monterrey,170,40.0
Zona conurbada de Acayucan,306,0.0
Zona metropolitana de Delicias,305,0.0
Zona conurbada de Huamantla,305,1.0
Zona metropolitana de Guadalajara,183,88.0
Zona metropolitana de Celaya,272,6.0
Zona metropolitana de Toluca,289,0.0
Zona metropolitana de Morelia,293,0.0
Zona conurbada de Atitalaquia,40,0.0
Metrópoli municipal de Playa del Carmen,187,0.0
Zona metropolitana de Minatitlán,124,0.0
Zona metropolitana de la Ciudad de México,45,3.0
Zona metropolitana de Chilpancingo,45,0.0
Zona conurbada de Tianguistenco,45,0.0
Zona conurbada de Lázaro Cárdenas,45,0.0
Zona metropolitana de Cuernavaca,45,1.0
Zona metropolitana de Tepic,45,1.0
Zona metropolitana de San Martín Texmelucan,45,0.0
Metrópoli municipal de Mexicali,40,11.0
Zona metropolitana de Saltillo,40,0.0
Zona metropolitana de Celaya,40,1.0
Zona metropolitana de Chilpancingo,40,4.0
Metrópoli municipal de Acapulco,40,234.0
Zona metropolitana de Puerto Vallarta,40,55.0
Zona metropolitana de Zamora,40,1.0
Zona metropolitana de Tehuacán,40,0.0
Metrópoli municipal de Matamoros,40,48.0
Metrópoli municipal de Los Cabos,149,6.0
Zona metropolitana de Piedras Negras,149,0.0
Zona metropolitana de Guadalajara,149,22.0
Zona metropolitana de Cuernavaca,149,3.0
Zona metropolitana de Piedras Negras,101,0.0
Zona conurbada de Sabinas,101,0.0
Zona conurbada de Ocotlán,101,0.0
Zona metropolitana de San Martín Texmelucan,101,0.0
Metrópoli municipal de Nogales,101,0.0
Zona metropolitana de Cuautla,228,0.0
Zona metropolitana de Cancún,228,1.0
Zona metropolitana de Orizaba,228,0.0
Zona metropolitana de Tapachula,289,0.0
Zona metropolitana de Chilpancingo,289,0.0
Zona metropolitana de Tulancingo,289,0.0
Zona metropolitana de Minatitlán,289,0.0
Zona metropolitana de Orizaba,289,0.0
Zona metropolitana de Mérida,289,2.0
Metrópoli municipal de Ensenada,290,0.0
Zona metropolitana de Colima-Villa de Álvarez,290,0.0
Zona metropolitana de la Ciudad de México,290,6.0
Zona metropolitana de Tepic,290,0.0
Zona metropolitana de Oaxaca,290,0.0
Zona metropolitana de Xalapa,290,0.0
Metrópoli municipal de Durango,291,0.0
Zona metropolitana de Pachuca,291,0.0
Zona metropolitana de San Martín Texmelucan,291,0.0
Zona metropolitana de Veracruz,291,0.0
Zona metropolitana de Tuxtla Gutiérrez,187,0.0
Zona metropolitana de Pachuca,187,0.0
Zona conurbada de Ozumba,187,0.0
Zona metropolitana de Oaxaca,187,1.0
Zona conurbada de Rioverde,187,0.0
Metrópoli municipal de Nogales,187,0.0
Zona metropolitana de Tlaxcala-Apizaco,187,0.0
Zona metropolitana de Córdoba,187,0.0
Zona conurbada de Acayucan,187,0.0
Metrópoli municipal de Mexicali,293,0.0
Zona conurbada de Tecomán,293,1.0
Zona metropolitana de Chihuahua,293,0.0
Zona metropolitana de León,293,0.0
Metrópoli municipal de Culiacán,293,1.0
Zona metropolitana de Reynosa,293,0.0
Zona metropolitana de Minatitlán,293,0.0
Zona metropolitana de Saltillo,66,1.0
Metrópoli municipal de Ciudad Juárez,66,0.0
Zona conurbada de Juchitán de Zaragoza,66,0.0
Zona conurbada de Huamantla,66,0.0
Zona metropolitana de La Piedad-Pénjamo,7,2.0
Zona conurbada de Huauchinango,7,1.0
Metrópoli municipal de Hermosillo,7,18.0
Zona conurbada de Tehuantepec,124,0.0
Metrópoli municipal de Mazatlán,124,0.0
Metrópoli municipal de Ciudad Obregón,124,0.0
Metrópoli municipal de Nuevo Laredo,124,1.0
Zona metropolitana de La Laguna,73,14.0
Zona conurbada de Hidalgo del Parral,73,5.0
Zona metropolitana de Tlaxcala-Apizaco,73,2.0
Metrópoli municipal de La Paz,21,14.0
Zona conurbada de Tehuantepec,21,2.0
Zona metropolitana de Cancún,21,10.0
Zona metropolitana de Colima-Villa de Álvarez,152,11.0
Zona conurbada de Tecomán,152,3.0
Zona metropolitana de Puebla-Tlaxcala,152,19.0
Zona metropolitana de San Martín Texmelucan,152,4.0
Zona conurbada de Rioverde,152,4.0
Metrópoli municipal de Nuevo Laredo,152,5.0
Zona metropolitana de Tapachula,48,20.0
