zona,actividad,valor
El Paraíso,1020,0
Atlántida,1020,33
La Paz,1020,0
Yoro,1020,0
Cortes,1020,0
Yoro,1020,0
Cortes,1020,0
Islas de La Bahía,1020,36
Valle,1020,0
Cortes,1020,0
Cortes,1020,0
Santa Bárbara,1020,0
Copan,1020,0
Comayagua,1020,0
Atlántida,1020,0
Colon,1020,0
Cortes,1020,0
Cortes,1020,0
Valle,1030,0
Olancho,1030,0
Cortes,1030,836
Choluteca,1030,453
Comayagua,1030,1
El Paraíso,1030,3
Francisco Morazán,1030,192
El Paraíso,1030,26
Atlántida,1030,298
La Paz,1030,9
Yoro,1030,0
Cortes,1030,0
Yoro,1030,0
Cortes,1030,0
Islas de La Bahía,1030,0
Valle,1030,31
Cortes,1030,0
Cortes,1030,3614
Santa Bárbara,1030,0
Copan,1030,0
Comayagua,1030,148
Atlántida,1030,0
Colon,1030,363
Cortes,1030,358
Cortes,1030,0
Valle,1040,0
Olancho,1040,0
Cortes,1040,113
Choluteca,1040,75
Comayagua,1040,1306
El Paraíso,1040,1
Francisco Morazán,1040,587
El Paraíso,1040,0
Atlántida,1040,79
La Paz,1040,64
Yoro,1040,14
Cortes,1040,0
Yoro,1040,1035
Cortes,1040,161
Islas de La Bahía,1040,0
Valle,1040,0
Cortes,1040,0
Cortes,1040,3
Santa Bárbara,1040,0
Copan,1040,0
Comayagua,1040,0
Atlántida,1040,281
Colon,1040,139
Cortes,1040,4
Cortes,1040,0
Valle,1050,0
Olancho,1050,19
Cortes,1050,3
Choluteca,1050,57
Comayagua,1050,109
El Paraíso,1050,55
Francisco Morazán,1050,1271
El Paraíso,1050,0
Atlántida,1050,818
La Paz,1050,140
Yoro,1050,23
Cortes,1050,0
Yoro,1050,124
Cortes,1050,0
Islas de La Bahía,1050,25
Valle,1050,83
Cortes,1050,0
Cortes,1050,1968
Santa Bárbara,1050,149
Copan,1050,206
Comayagua,1050,149
Atlántida,1050,7
Colon,1050,62
Cortes,1050,3
Cortes,1050,0
Valle,1051,0
Olancho,1051,0
Cortes,1051,530
Choluteca,1051,5
Comayagua,1051,70
El Paraíso,1051,66
Francisco Morazán,1051,203
El Paraíso,1051,261
Atlántida,1051,68
La Paz,1051,0
Yoro,1051,0
Cortes,1051,0
Yoro,1051,333
Cortes,1051,0
Islas de La Bahía,1051,0
Valle,1051,0
Cortes,1051,0
Cortes,1051,399
Santa Bárbara,1051,0
Copan,1051,9
Comayagua,1051,1
Atlántida,1051,0
Colon,1051,0
Cortes,1051,174
Cortes,1051,0
Valle,1062,0
Olancho,1062,0
Cortes,1062,350
Choluteca,1062,38
Comayagua,1062,0
El Paraíso,1062,0
Francisco Morazán,1062,0
El Paraíso,1062,0
Atlántida,1062,0
La Paz,1062,0
Yoro,1062,0
Cortes,1062,0
Yoro,1062,0
Cortes,1062,0
Islas de La Bahía,1062,0
Valle,1062,0
Cortes,1062,0
Cortes,1062,11
Santa Bárbara,1062,0
Copan,1062,18
Comayagua,1062,0
Atlántida,1062,0
Colon,1062,0
Cortes,1062,0
Cortes,1062,0
Valle,1071,0
Olancho,1071,30
Cortes,1071,12
Choluteca,1071,52
Comayagua,1071,206
El Paraíso,1071,134
Francisco Morazán,1071,1425
El Paraíso,1071,0
Atlántida,1071,97
La Paz,1071,42
Yoro,1071,16
Cortes,1071,0
Yoro,1071,279
Cortes,1071,10
Islas de La Bahía,1071,0
Valle,1071,6
Cortes,1071,0
Cortes,1071,1203
Santa Bárbara,1071,0
Copan,1071,890
Comayagua,1071,59
Atlántida,1071,62
Colon,1071,6
Cortes,1071,5
Cortes,1071,0
Valle,1072,0
Olancho,1072,0
Cortes,1072,0
Choluteca,1072,931
Comayagua,1072,0
El Paraíso,1072,0
Francisco Morazán,1072,443
El Paraíso,1072,0
Atlántida,1072,6
La Paz,1072,0
Yoro,1072,0
Cortes,1072,0
Yoro,1072,81
Cortes,1072,0
Islas de La Bahía,1072,0
Valle,1072,57
Cortes,1072,0
Cortes,1072,311
Santa Bárbara,1072,314
Copan,1072,0
Comayagua,1072,0
Atlántida,1072,0
Colon,1072,0
Cortes,1072,279
Cortes,1072,0
Valle,1073,0
Olancho,1073,0
Cortes,1073,0
Choluteca,1073,12
Comayagua,1073,0
El Paraíso,1073,2
Francisco Morazán,1073,192
El Paraíso,1073,0
Atlántida,1073,0
La Paz,1073,0
Yoro,1073,0
Cortes,1073,0
Yoro,1073,0
Cortes,1073,0
Islas de La Bahía,1073,0
Valle,1073,0
Cortes,1073,0
Cortes,1073,37
Santa Bárbara,1073,0
Copan,1073,0
Comayagua,1073,0
Atlántida,1073,0
Colon,1073,0
Cortes,1073,0
Cortes,1073,0
Valle,1074,0
Olancho,1074,0
Cortes,1074,0
Choluteca,1074,0
Comayagua,1074,0
El Paraíso,1074,0
Francisco Morazán,1074,5
El Paraíso,1074,0
Atlántida,1074,0
La Paz,1074,0
Yoro,1074,0
Cortes,1074,0
Yoro,1074,0
Cortes,1074,0
Islas de La Bahía,1074,0
Valle,1074,0
Cortes,1074,0
Cortes,1074,32
Santa Bárbara,1074,0
Copan,1074,0
Comayagua,1074,8
Atlántida,1074,0
Colon,1074,0
Cortes,1074,0
Cortes,1074,0
Valle,1075,0
Olancho,1075,0
Cortes,1075,0
Choluteca,1075,3
Comayagua,1075,0
El Paraíso,1075,4
Francisco Morazán,1075,15
El Paraíso,1075,0
Atlántida,1075,0
La Paz,1075,0
Yoro,1075,0
Cortes,1075,0
Yoro,1075,1
Cortes,1075,0
Islas de La Bahía,1075,0
Valle,1075,0
Cortes,1075,0
Cortes,1075,6
Santa Bárbara,1075,0
Copan,1075,0
Comayagua,1075,0
Atlántida,1075,1
Colon,1075,0
Cortes,1075,0
Cortes,1075,0
Valle,1079,0
Olancho,1079,0
Cortes,1079,73
Choluteca,1079,91
Comayagua,1079,0
El Paraíso,1079,24
Francisco Morazán,1079,517
El Paraíso,1079,5
Atlántida,1079,0
La Paz,1079,0
Yoro,1079,0
Cortes,1079,0
Yoro,1079,82
Cortes,1079,0
Islas de La Bahía,1079,0
Valle,1079,3
Cortes,1079,0
Cortes,1079,456
Santa Bárbara,1079,7
Copan,1079,119
Comayagua,1079,1
Atlántida,1079,9
Colon,1079,0
Cortes,1079,402
Cortes,1079,0
Valle,1080,0
Olancho,1080,0
Cortes,1080,0
Choluteca,1080,0
Comayagua,1080,25
El Paraíso,1080,0
Francisco Morazán,1080,158
El Paraíso,1080,0
Atlántida,1080,33
La Paz,1080,0
Yoro,1080,0
Cortes,1080,0
Yoro,1080,1
Cortes,1080,0
Islas de La Bahía,1080,0
Valle,1080,0
Cortes,1080,0
Cortes,1080,45
Santa Bárbara,1080,1
Copan,1080,0
Comayagua,1080,155
Atlántida,1080,0
Colon,1080,17
Cortes,1080,1444
Cortes,1080,0
Valle,1101,0
Olancho,1101,0
Cortes,1101,0
Choluteca,1101,0
Comayagua,1101,0
El Paraíso,1101,0
Francisco Morazán,1101,98
El Paraíso,1101,0
Atlántida,1101,0
La Paz,1101,0
Yoro,1101,0
Cortes,1101,0
Yoro,1101,0
Cortes,1101,0
Islas de La Bahía,1101,0
Valle,1101,0
Cortes,1101,0
Cortes,1101,16
Santa Bárbara,1101,0
Copan,1101,0
Comayagua,1101,0
Atlántida,1101,0
Colon,1101,0
