TIME_PERIOD,REF_AREA,ACTIVITY,OBS_VALUE
2019,HND,7990,962
2019,HND,8010,11765
2019,HND,8020,414
2019,HND,8030,3
2019,HND,8110,14
2019,HND,8121,3654
2019,HND,8129,98
2019,HND,8130,70
2019,HND,8211,24
2019,HND,8219,55
2019,HND,8220,3662
2019,HND,8230,80
2019,HND,8291,4
2019,HND,8292,110
2019,HND,8299,804
2019,HND,8411,35320
2019,HND,8412,74675
2019,HND,8413,3704
2019,HND,8421,87
2019,HND,8422,713
2019,HND,8423,22965
2019,HND,8430,24123
2019,HND,8510,4757
2019,HND,8521,7575
2019,HND,8522,2623
2019,HND,8530,13828
2019,HND,8541,1807
2019,HND,8542,333
2019,HND,8549,112
2019,HND,8550,214
2019,HND,8610,4471
2019,HND,8620,3104
2019,HND,8690,2963
2019,HND,8710,44
2019,HND,8720,34
2019,HND,8730,43
2019,HND,8790,385
2019,HND,8810,182
2019,HND,8890,652
2019,HND,9000,35
2019,HND,9101,48
2019,HND,9102,85
2019,HND,9103,39
2019,HND,9200,298
2019,HND,9311,40
2019,HND,9312,63
2019,HND,9319,58
2019,HND,9321,38
2019,HND,9329,133
2019,HND,9411,2800
2019,HND,9412,2331
2019,HND,9420,280
2019,HND,9491,3548
2019,HND,9492,33
2019,HND,9499,8075
2019,HND,9511,59
2019,HND,9512,16
2019,HND,9521,33
2019,HND,9522,50
2019,HND,9523,8
2019,HND,9524,130
2019,HND,9529,2
2019,HND,9601,181
2019,HND,9602,1398
2019,HND,9603,1394
2019,HND,9609,1630
2019,HND,9700,96
2019,HND,9810,28
2019,HND,9820,21
2019,HND,9900,592
2019,HND,S/C,55511
