"naics","weight","ciiu"
"2123",1,"0810"
"2123",1,"0899"
"2131",0.666666666666667,"0910"
"4889",0.333333333333333,"0910"
"2131",1,"0990"
"3116",0.666666666666667,"1010"
"3114",0.166666666666667,"1010"
"3117",0.166666666666667,"1010"
"3117",1,"1020"
"3119",0.636363636363636,"1030"
"3114",0.272727272727273,"1030"
"3112",0.0909090909090909,"1030"
"3112",0.75,"1040"
"3117",0.25,"1040"
"3115",1,"1050"
"3112",0.75,"1061"
"3118",0.25,"1061"
"3112",1,"1062"
"3118",0.714285714285714,"1071"
"3114",0.142857142857143,"1071"
"3119",0.142857142857143,"1071"
"3113",0.666666666666667,"1072"
"1119",0.333333333333333,"1072"
"3113",1,"1073"
"3114",0.5,"1074"
"3118",0.25,"1074"
"3119",0.25,"1074"
"3114",0.4,"1075"
"3117",0.2,"1075"
"3118",0.2,"1075"
"3119",0.2,"1075"
"3119",0.4,"1079"
"3114",0.266666666666667,"1079"
"3115",0.2,"1079"
"3116",0.0666666666666667,"1079"
"3117",0.0666666666666667,"1079"
"3111",1,"1080"
"3121",1,"1101"
"3121",1,"1102"
"3112",0.5,"1103"
"3121",0.5,"1103"
"3121",1,"1104"
"3122",1,"1200"
"3131",0.333333333333333,"1311"
"3133",0.333333333333333,"1311"
"3149",0.333333333333333,"1311"
"3132",1,"1312"
"3133",0.4,"1313"
"3149",0.2,"1313"
"3231",0.2,"1313"
"5619",0.2,"1313"
"3132",1,"1391"
"3149",0.4,"1392"
"3141",0.2,"1392"
"3363",0.2,"1392"
"3379",0.2,"1392"
"3141",0.5,"1393"
"3149",0.5,"1393"
"3149",1,"1394"
"3132",0.272727272727273,"1399"
"3149",0.181818181818182,"1399"
"3399",0.181818181818182,"1399"
"3159",0.0909090909090909,"1399"
"3222",0.0909090909090909,"1399"
"3351",0.0909090909090909,"1399"
"3363",0.0909090909090909,"1399"
"3152",0.5,"1410"
"3149",0.125,"1410"
"3159",0.125,"1410"
"3169",0.125,"1410"
"3399",0.125,"1410"
"3161",1,"1511"
"3162",0.5,"1520"
"3169",0.5,"1520"
"3219",0.5,"1610"
"3211",0.333333333333333,"1610"
"1133",0.166666666666667,"1610"
"3212",1,"1621"
"3219",0.555555555555556,"1622"
"3212",0.222222222222222,"1622"
"3211",0.111111111111111,"1622"
"3372",0.111111111111111,"1622"
"3219",1,"1623"
"3399",0.444444444444444,"1629"
"3219",0.333333333333333,"1629"
"3241",0.111111111111111,"1629"
"3379",0.111111111111111,"1629"
"3221",0.571428571428571,"1701"
"3222",0.285714285714286,"1701"
"3399",0.142857142857143,"1701"
"3222",0.714285714285714,"1702"
"3221",0.285714285714286,"1702"
"3222",0.454545454545455,"1709"
"3221",0.181818181818182,"1709"
"3399",0.181818181818182,"1709"
"3231",0.0909090909090909,"1709"
"3329",0.0909090909090909,"1709"
"3231",0.75,"1811"
"3399",0.25,"1811"
"3231",1,"1812"
"3241",0.75,"1920"
"3251",0.25,"1920"
"3251",0.636363636363636,"2011"
"3121",0.0909090909090909,"2011"
"3253",0.0909090909090909,"2011"
"3256",0.0909090909090909,"2011"
"3259",0.0909090909090909,"2011"
"3253",0.75,"2012"
"3251",0.25,"2012"
"3252",0.666666666666667,"2013"
"3259",0.333333333333333,"2013"
"3253",0.5,"2021"
"3256",0.5,"2021"
"3255",0.333333333333333,"2022"
"3259",0.333333333333333,"2022"
"3251",0.166666666666667,"2022"
"3399",0.166666666666667,"2022"
"3256",0.571428571428571,"2023"
"3259",0.142857142857143,"2023"
"3329",0.142857142857143,"2023"
"3399",0.142857142857143,"2023"
"3259",0.3,"2029"
"3256",0.2,"2029"
"3329",0.2,"2029"
"3251",0.1,"2029"
"3254",0.1,"2029"
"3255",0.1,"2029"
"3252",1,"2030"
"3254",0.666666666666667,"2100"
"3251",0.166666666666667,"2100"
"3391",0.166666666666667,"2100"
"3262",1,"2211"
"3262",0.444444444444444,"2219"
"3399",0.222222222222222,"2219"
"3133",0.111111111111111,"2219"
"3159",0.111111111111111,"2219"
"3379",0.111111111111111,"2219"
"3261",0.44,"2220"
"3399",0.12,"2220"
"3379",0.08,"2220"
"3141",0.04,"2220"
"3149",0.04,"2220"
"3219",0.04,"2220"
"3222",0.04,"2220"
"3252",0.04,"2220"
"3262",0.04,"2220"
"3329",0.04,"2220"
"3363",0.04,"2220"
"3372",0.04,"2220"
"3272",0.8,"2310"
"3279",0.2,"2310"
"3271",1,"2391"
"3271",1,"2392"
"3271",1,"2393"
"3274",0.666666666666667,"2394"
"3273",0.333333333333333,"2394"
"3273",0.571428571428571,"2395"
"3271",0.142857142857143,"2395"
"3274",0.142857142857143,"2395"
"3279",0.142857142857143,"2395"
"3279",0.5,"2396"
"4539",0.5,"2396"
"3279",0.333333333333333,"2399"
"3241",0.166666666666667,"2399"
"3363",0.166666666666667,"2399"
"3221",0.0833333333333333,"2399"
"3259",0.0833333333333333,"2399"
"3359",0.0833333333333333,"2399"
"3399",0.0833333333333333,"2399"
"3329",0.5,"2410"
"3312",0.333333333333333,"2410"
"3311",0.166666666666667,"2410"
"3313",0.307692307692308,"2420"
"3314",0.307692307692308,"2420"
"3329",0.307692307692308,"2420"
"3222",0.0769230769230769,"2420"
"3315",0.75,"2431"
"3312",0.25,"2431"
"3315",1,"2432"
"3323",0.857142857142857,"2511"
"3372",0.142857142857143,"2511"
"3324",0.5,"2512"
"3323",0.25,"2512"
"3334",0.25,"2512"
"3323",0.5,"2513"
"3324",0.5,"2513"
"3329",1,"2520"
"3321",0.833333333333333,"2591"
"3363",0.166666666666667,"2591"
"3328",0.6,"2592"
"3327",0.2,"2592"
"3399",0.2,"2592"
"3335",0.3,"2593"
"3322",0.2,"2593"
"3331",0.2,"2593"
"3325",0.1,"2593"
"3329",0.1,"2593"
"3379",0.1,"2593"
"3399",0.166666666666667,"2599"
"3314",0.0833333333333333,"2599"
"3323",0.0833333333333333,"2599"
"3324",0.0833333333333333,"2599"
"3326",0.0833333333333333,"2599"
"3327",0.0833333333333333,"2599"
"3339",0.0833333333333333,"2599"
"3222",0.0416666666666667,"2599"
"3231",0.0416666666666667,"2599"
"3312",0.0416666666666667,"2599"
"3313",0.0416666666666667,"2599"
"3321",0.0416666666666667,"2599"
"3322",0.0416666666666667,"2599"
"3329",0.0416666666666667,"2599"
"3379",0.0416666666666667,"2599"
"3344",1,"2610"
"3341",1,"2620"
"3342",1,"2630"
"3343",0.5,"2640"
"3399",0.5,"2640"
"3345",0.7,"2651"
"3342",0.2,"2651"
"3339",0.1,"2651"
"3345",1,"2652"
"3345",1,"2660"
"3333",1,"2670"
"3353",0.8,"2710"
"3339",0.2,"2710"
"3359",1,"2731"
"3312",0.25,"2732"
"3313",0.25,"2732"
"3314",0.25,"2732"
"3359",0.25,"2732"
"3359",1,"2733"
"3352",1,"2750"
"3359",0.2,"2790"
"3322",0.1,"2790"
"3333",0.1,"2790"
"3336",0.1,"2790"
"3339",0.1,"2790"
"3342",0.1,"2790"
"3351",0.1,"2790"
"3353",0.1,"2790"
"3399",0.1,"2790"
"3336",0.666666666666667,"2811"
"3363",0.333333333333333,"2811"
"3339",0.666666666666667,"2812"
"3329",0.333333333333333,"2812"
"3363",0.357142857142857,"2813"
"3329",0.214285714285714,"2813"
"3339",0.142857142857143,"2813"
"3331",0.0714285714285714,"2813"
"3334",0.0714285714285714,"2813"
"3364",0.0714285714285714,"2813"
"3391",0.0714285714285714,"2813"
"3336",0.666666666666667,"2814"
"3329",0.333333333333333,"2814"
"3334",0.4,"2815"
"3339",0.4,"2815"
"3332",0.2,"2815"
"3339",0.5,"2816"
"3331",0.2,"2816"
"3322",0.1,"2816"
"3323",0.1,"2816"
"3362",0.1,"2816"
"3333",0.5,"2817"
"3259",0.25,"2817"
"3399",0.25,"2817"
"3331",0.8,"2818"
"3339",0.2,"2818"
"3339",0.3,"2819"
"3399",0.15,"2819"
"3324",0.1,"2819"
"3332",0.1,"2819"
"3334",0.1,"2819"
"3322",0.05,"2819"
"3329",0.05,"2819"
"3331",0.05,"2819"
"3333",0.05,"2819"
"3363",0.05,"2819"
"3331",0.6,"2821"
"3322",0.2,"2821"
"3332",0.2,"2821"
"3335",0.571428571428571,"2822"
"3332",0.285714285714286,"2822"
"3333",0.142857142857143,"2822"
"3335",0.333333333333333,"2823"
"3315",0.166666666666667,"2823"
"3323",0.166666666666667,"2823"
"3324",0.166666666666667,"2823"
"3332",0.166666666666667,"2823"
"3331",0.75,"2824"
"3339",0.25,"2824"
"3332",0.5,"2825"
"3331",0.25,"2825"
"3333",0.25,"2825"
"3331",0.25,"2826"
"3332",0.25,"2826"
"3333",0.25,"2826"
"3399",0.25,"2826"
"3332",0.571428571428571,"2829"
"3333",0.142857142857143,"2829"
"3339",0.142857142857143,"2829"
"3399",0.142857142857143,"2829"
"3361",0.333333333333333,"2910"
"3362",0.222222222222222,"2910"
"3336",0.111111111111111,"2910"
"3363",0.111111111111111,"2910"
"3365",0.111111111111111,"2910"
"3369",0.111111111111111,"2910"
"3362",0.428571428571429,"2920"
"3324",0.285714285714286,"2920"
"3261",0.142857142857143,"2920"
"8111",0.142857142857143,"2920"
"3363",0.777777777777778,"2930"
"3362",0.111111111111111,"2930"
"3369",0.111111111111111,"2930"
"3323",0.5,"3011"
"3363",0.25,"3011"
"3366",0.25,"3011"
"3323",0.333333333333333,"3012"
"3366",0.333333333333333,"3012"
"3369",0.333333333333333,"3012"
"3331",0.2,"3020"
"3339",0.2,"3020"
"3342",0.2,"3020"
"3363",0.2,"3020"
"3365",0.2,"3020"
"3364",0.666666666666667,"3030"
"3333",0.111111111111111,"3030"
"3342",0.111111111111111,"3030"
"3363",0.111111111111111,"3030"
"3369",1,"3040"
"3336",0.5,"3091"
"3369",0.5,"3091"
"3369",0.333333333333333,"3092"
"3391",0.333333333333333,"3092"
"3399",0.333333333333333,"3092"
"3312",0.25,"3099"
"3331",0.25,"3099"
"3339",0.25,"3099"
"3369",0.25,"3099"
"3371",0.461538461538462,"3100"
"3372",0.307692307692308,"3100"
"3219",0.0769230769230769,"3100"
"3261",0.0769230769230769,"3100"
"3379",0.0769230769230769,"3100"
"3279",0.5,"3211"
"3399",0.5,"3211"
