"hs12","weight","ciiu"
"2508",0.111111111111111,"0810"
"2517",0.0925925925925926,"0810"
"2516",0.0740740740740741,"0810"
"2515",0.0555555555555556,"0810"
"2518",0.0555555555555556,"0810"
"2525",0.0555555555555556,"0810"
"7102",0.0555555555555556,"0810"
"2504",0.037037037037037,"0810"
"2505",0.037037037037037,"0810"
"2506",0.037037037037037,"0810"
"2513",0.037037037037037,"0810"
"2519",0.037037037037037,"0810"
"2524",0.037037037037037,"0810"
"2526",0.037037037037037,"0810"
"2529",0.037037037037037,"0810"
"2621",0.037037037037037,"0810"
"2507",0.0185185185185185,"0810"
"2509",0.0185185185185185,"0810"
"2512",0.0185185185185185,"0810"
"2514",0.0185185185185185,"0810"
"2520",0.0185185185185185,"0810"
"2521",0.0185185185185185,"0810"
"2530",0.0185185185185185,"0810"
"2714",0.0185185185185185,"0810"
"7103",0.0185185185185185,"0810"
"2525",0.115384615384615,"0899"
"7102",0.115384615384615,"0899"
"2504",0.0769230769230769,"0899"
"2506",0.0769230769230769,"0899"
"2513",0.0769230769230769,"0899"
"2519",0.0769230769230769,"0899"
"2524",0.0769230769230769,"0899"
"2526",0.0769230769230769,"0899"
"2529",0.0769230769230769,"0899"
"2621",0.0769230769230769,"0899"
"2512",0.0384615384615385,"0899"
"2530",0.0384615384615385,"0899"
"2714",0.0384615384615385,"0899"
"7103",0.0384615384615385,"0899"
"2711",0.4,"0910"
"2709",0.2,"0910"
"2714",0.2,"0910"
"4906",0.2,"0910"
NA,NA,"0910"
"2508",0.0618556701030928,"0990"
"2517",0.0515463917525773,"0990"
"2516",0.0412371134020619,"0990"
"2529",0.0412371134020619,"0990"
"2701",0.0412371134020619,"0990"
"2515",0.0309278350515464,"0990"
"2518",0.0309278350515464,"0990"
"2525",0.0309278350515464,"0990"
"2530",0.0309278350515464,"0990"
"7102",0.0309278350515464,"0990"
"2504",0.0206185567010309,"0990"
"2505",0.0206185567010309,"0990"
"2506",0.0206185567010309,"0990"
"2510",0.0206185567010309,"0990"
"2511",0.0206185567010309,"0990"
"2513",0.0206185567010309,"0990"
"2519",0.0206185567010309,"0990"
"2524",0.0206185567010309,"0990"
"2526",0.0206185567010309,"0990"
"2601",0.0206185567010309,"0990"
"2612",0.0206185567010309,"0990"
"2613",0.0206185567010309,"0990"
"2615",0.0206185567010309,"0990"
"2616",0.0206185567010309,"0990"
"2617",0.0206185567010309,"0990"
"2621",0.0206185567010309,"0990"
"2702",0.0206185567010309,"0990"
"2501",0.0103092783505155,"0990"
"2502",0.0103092783505155,"0990"
"2503",0.0103092783505155,"0990"
"2507",0.0103092783505155,"0990"
"2509",0.0103092783505155,"0990"
"2512",0.0103092783505155,"0990"
"2514",0.0103092783505155,"0990"
"2520",0.0103092783505155,"0990"
"2521",0.0103092783505155,"0990"
"2528",0.0103092783505155,"0990"
"2602",0.0103092783505155,"0990"
"2603",0.0103092783505155,"0990"
"2604",0.0103092783505155,"0990"
"2605",0.0103092783505155,"0990"
