codigo,codigo_nuevo,clasificador,nombre_actividad
433420,1,scian,Comercio al por mayor de libros (comercio al por mayor de libros)
433430,1,scian,Comercio al por mayor de revistas y periódicos (comercio al por mayor de revistas y periódicos)
433510,1,scian,Comercio al por mayor de electrodomésticos menores y aparatos de línea blanca (comercio al por mayor de electrodomésticos menores y aparatos de línea blanca)
435210,1,scian,Comercio al por mayor de maquinaria y equipo para la construcción y la minería (comercio al por mayor de maquinaria y equipo para la construcción y la minería)
437311,1,scian,Intermediación de comercio al por mayor de productos agropecuarios 
5122,1,ciiu_rev_3,
431140,1,scian,Comercio al por mayor de huevo (comercio al por mayor de huevo)
433312,1,scian,Comercio al por mayor de juguetes y bicicletas (comercio al por mayor de juguetes y bicicletas)
433110,1,scian,Comercio al por mayor de productos farmacéuticos (comercio al por mayor de productos farmacéuticos)
435412,1,scian,Comercio al por mayor de mobiliario y equipo de oficina (comercio al por mayor de mobiliario y equipo de oficina)
431180,1,scian,Comercio al por mayor de dulces y materias primas para repostería (comercio al por mayor de dulces y materias primas para repostería)
431213,1,scian,Comercio al por mayor de cerveza (comercio al por mayor de cerveza)
435311,1,scian,"Comercio al por mayor de equipo de telecomunicaciones, fotografía y cinematografía (comercio al por mayor de cámaras de televisión y de cine)"
432111,1,scian,"Comercio al por mayor de fibras, hilos y telas (comercio al por mayor de fibras, hilos y telas)"
431192,1,scian,Comercio al por mayor de botanas y frituras (comercio al por mayor de botanas y frituras)
4669,1,ciiu_rev_4,"Venta al por mayor de desperdicios, desechos y chatarra y otros productos n.c.p."
434311,1,scian,Comercio al por mayor de desechos metálicos (comercio al por mayor de desechos metálicos)
433311,1,scian,Comercio al por mayor de grabaciones de audio y video en medios físicos (comercio al por mayor de grabaciones de audio y video en medios físicos sin grabar)
434313,1,scian,Comercio al por mayor de desechos de vidrio (comercio al por mayor de desechos de vidrio)
434314,1,scian,Comercio al por mayor de desechos de plástico (comercio al por mayor de desechos de plástico)
431121,1,scian,Comercio al por mayor de carnes rojas (comercio al por mayor de carnes rojas)
432130,1,scian,Comercio al por mayor de calzado (comercio al por mayor de calzado)
434227,1,scian,Comercio al por mayor de vidrios y espejos (comercio al por mayor de vidrios y espejos)
434219,1,scian,"Comercio al por mayor de otros materiales para la construcción, excepto de madera y metálicos (comercio al por mayor de productos de asfalto, láminas de acrílico y de asbesto, paneles de yeso, y otros materiales para la construcción n.c.p.*)"
5159,1,ciiu_rev_3,
431122,1,scian,Comercio al por mayor de carne de aves (comercio al por mayor de carne de aves)
433220,1,scian,Comercio al por mayor de artículos de joyería y relojes (comercio al por mayor de artículos de joyería y relojes)
431130,1,scian,Comercio al por mayor de frutas y verduras frescas (comercio al por mayor de frutas y verduras frescas)
4610,1,ciiu_rev_4,Venta al por mayor a cambio de una retribución o por contrato
431194,1,scian,Comercio al por mayor de miel (comercio al por mayor de miel)
5149,1,ciiu_rev_3,
434112,1,scian,"Comercio al por mayor de medicamentos veterinarios y alimentos para animales, excepto mascotas (comercio al por mayor de medicamentos veterinarios)"
5110,1,ciiu_rev_3,
434211,1,scian,"Comercio al por mayor de cemento, tabique y grava (comercio al por mayor de cemento, tabique y grava)"
435313,1,scian,"Comercio al por mayor de mobiliario, equipo e instrumental médico y de laboratorio (comercio al por mayor de equipo médico profesional)"
4630,1,ciiu_rev_4,"Venta al por mayor de alimentos, bebidas y tabaco"
433210,1,scian,Comercio al por mayor de artículos de perfumería y cosméticos (comercio al por mayor de artículos de perfumería y cosméticos)
431191,1,scian,Comercio al por mayor de pan y pasteles (comercio al por mayor de pan y pasteles)
4620,1,ciiu_rev_4,Venta al por mayor de materias primas agropecuarias y animales vivos
433313,1,scian,Comercio al por mayor de artículos y aparatos deportivos (comercio al por mayor de artículos y aparatos deportivos)
431220,1,scian,"Comercio al por mayor de cigarros, puros y tabaco (comercio al por mayor de productos de tabaco)"
431123,1,scian,Comercio al por mayor de pescados y mariscos (comercio al por mayor de pescados y mariscos)
2923,2,ciiu_rev_3,
2919,2,ciiu_rev_3,
2922,2,ciiu_rev_3,
3312,2,ciiu_rev_4,Reparación de maquinaria
3699,2,ciiu_rev_3,
2914,2,ciiu_rev_3,
7250,2,ciiu_rev_3,
2925,2,ciiu_rev_3,
3313,2,ciiu_rev_3,
3220,2,ciiu_rev_3,
2924,2,ciiu_rev_3,
2651,2,ciiu_rev_4,"Fabricación de equipo de medición, prueba, navegación y control"
2926,2,ciiu_rev_3,
3320,2,ciiu_rev_4,Instalación de maquinaria y equipo industriales
811313,2,scian,"Reparación y mantenimiento de maquinaria y equipo para mover, levantar y acomodar materiales "
2929,2,ciiu_rev_3,
333244,2,scian,Fabricación de maquinaria y equipo para la industria textil 
3110,2,ciiu_rev_3,
334410,2,scian,Fabricación de componentes electrónicos 
2813,2,ciiu_rev_3,
2812,2,ciiu_rev_4,Fabricación de equipo de propulsión de fluidos
2912,2,ciiu_rev_3,
339111,2,scian,"Fabricación de equipo no electrónico para uso médico, dental y para laboratorio (fabricación de equipo de seguridad industrial)"
3230,2,ciiu_rev_3,
2826,2,ciiu_rev_4,"Fabricación de maquinaria para la elaboración de productos textiles, prendas de vestir y cueros"
811311,2,scian,Reparación y mantenimiento de maquinaria y equipo agropecuario y forestal 
238290,2,scian,"Otras instalaciones y equipamiento en construcciones (instalación de puertas automáticas, escaleras eléctricas, elevadores, y otras instalaciones y equipamiento en construcciones n.c.p.*)"
3000,2,ciiu_rev_3,
2911,2,ciiu_rev_3,
2811,2,ciiu_rev_4,"Fabricación de motores y turbinas, excepto motores para aeronaves, vehículos automotores y motocicletas"
2610,2,ciiu_rev_4,Fabricación de componentes y tableros electrónicos
2913,2,ciiu_rev_3,
2915,2,ciiu_rev_3,
2921,2,ciiu_rev_3,
111999,3,scian,Otros cultivos (recolección de sabia de maple)
230,3,ciiu_rev_4,Recolección de productos forestales distintos de la madera
116,3,ciiu_rev_4,Cultivo de plantas para fibras textiles
128,3,ciiu_rev_4,"Cultivo de especias y de plantas aromáticas, medicinales y farmacéuticas"
129,3,ciiu_rev_4,Cultivo de otras plantas perennes
112,3,ciiu_rev_3,
111338,3,scian,Cultivo de coco 
111419,3,scian,Cultivo de otros productos alimenticios en invernaderos y otras estructuras agrícolas protegidas (producción de plántulas y plantitas de hortalizas en almácigos en invernaderos y otras estructuras agrícolas protegidas)
164,3,ciiu_rev_4,Tratamiento de semillas para propagación
111,3,ciiu_rev_3,
111920,3,scian,Cultivo de algodón 
200,3,ciiu_rev_3,
111414,3,scian,Cultivo de chile en invernaderos y otras estructuras agrícolas protegidas 
111339,3,scian,Cultivo de otros frutales no cítricos y de nueces (cultivo de olivo)
111422,3,scian,Floricultura en invernaderos y otras estructuras agrícolas protegidas 
125,3,ciiu_rev_4,Cultivo de otros frutos y nueces de árboles y arbustos
111219,3,scian,Cultivo de otras hortalizas (cultivo de otras hortalizas no perenes n.c.p.*)
111212,3,scian,Cultivo de chile 
111429,3,scian,Otros cultivos no alimenticios en invernaderos y otras estructuras agrícolas protegidas 
126,3,ciiu_rev_4,Cultivo de frutos oleaginosos
130,3,ciiu_rev_4,Propagación de plantas
111413,3,scian,"Cultivo de bayas (berries) en invernaderos y otras estructuras agrícolas protegidas, excepto fresas "
111942,3,scian,Cultivo de pastos 
111941,3,scian,Cultivo de alfalfa 
111423,3,scian,Cultivo de árboles de ciclo productivo de 10 años o menos 
111421,3,scian,Floricultura a cielo abierto 
119,3,ciiu_rev_4,Cultivo de otros productos agrícolas no perennes
113,3,ciiu_rev_3,
111152,3,scian,Cultivo de maíz forrajero 
111412,3,scian,Cultivo de fresa en invernaderos y otras estructuras agrícolas protegidas 
2520,4,ciiu_rev_3,
2829,4,ciiu_rev_4,Fabricación de otros tipos de maquinaria de uso especial
333245,4,scian,Fabricación de maquinaria y equipo para la industria de la impresión 
3313,4,ciiu_rev_4,Reparación de equipo electrónico y óptico
2023,4,ciiu_rev_3,
335930,4,scian,"Fabricación de enchufes, contactos, fusibles y otros accesorios para instalaciones eléctricas "
2519,4,ciiu_rev_3,
3250,4,ciiu_rev_4,Fabricación de instrumentos y materiales médicos y odontológicos
1723,4,ciiu_rev_3,
811314,4,scian,Reparación y mantenimiento de maquinaria y equipo comercial y de servicios (reparación y mantenimiento de lonas de uso comercial y de maquinas recreativas que operan con monedas)
3319,4,ciiu_rev_4,Reparación de otros tipos de equipo
339113,4,scian,Fabricación de artículos oftálmicos 
3312,4,ciiu_rev_3,
2733,4,ciiu_rev_4,Fabricación de dispositivos de cableado
2699,4,ciiu_rev_3,
3320,4,ciiu_rev_3,
3330,4,ciiu_rev_3,
3311,4,ciiu_rev_3,
3190,4,ciiu_rev_3,
1721,4,ciiu_rev_3,
2029,4,ciiu_rev_3,
333999,4,scian,Fabricación de otra maquinaria y equipo para la industria en general (fabricación de centrífugas para laboratorio)
2423,4,ciiu_rev_3,
3692,4,ciiu_rev_3,
2610,4,ciiu_rev_3,
621421,5,scian,Centros del sector privado de atención médica externa para enfermos mentales y adictos (centros de atención médica externa para enfermos mentales y adictos sin tratamiento médico del sector privado)
621610,5,scian,Servicios de enfermería a domicilio 
621391,5,scian,Consultorios de nutriólogos y dietistas del sector privado 
621342,5,scian,"Consultorios del sector público de audiología y de terapia ocupacional, física y del lenguaje "
621411,5,scian,Centros de planificación familiar del sector privado (centros de planificación familiar sin tratamiento médico del sector privado)
8690,5,ciiu_rev_4,Otras actividades de atención de la salud humana
621332,5,scian,Consultorios de psicología del sector público 
621991,5,scian,"Servicios de bancos de órganos, bancos de sangre y otros servicios auxiliares al tratamiento médico prestados por el sector privado "
621398,5,scian,Otros consultorios del sector privado para el cuidado de la salud 
621511,5,scian,Laboratorios médicos y de diagnóstico del sector privado 
621491,5,scian,"Otros centros del sector privado para la atención de pacientes que no requieren hospitalización (servicios de cirugía ambulatoria, diálisis renal y otros servicios médicos sin tratamiento que no requieren hospitalización del sector privado n.c.p.*)"
621910,5,scian,Servicios de ambulancias 
621320,5,scian,Consultorios de optometría 
621311,5,scian,Consultorios de quiropráctica del sector privado 
621422,5,scian,Centros del sector público de atención médica externa para enfermos mentales y adictos (centros de atención médica externa para enfermos mentales y adictos sin tratamiento médico del sector público)
621392,5,scian,Consultorios de nutriólogos y dietistas del sector público 
621331,5,scian,Consultorios de psicología del sector privado 
621399,5,scian,Otros consultorios del sector público para el cuidado de la salud 
621992,5,scian,"Servicios de bancos de órganos, bancos de sangre y otros servicios auxiliares al tratamiento médico prestados por el sector público "
621512,5,scian,Laboratorios médicos y de diagnóstico del sector público 
621412,5,scian,Centros de planificación familiar del sector público (centros de planificación familiar sin tratamiento médico del sector público)
621312,5,scian,Consultorios de quiropráctica del sector público 
621341,5,scian,"Consultorios del sector privado de audiología y de terapia ocupacional, física y del lenguaje "
8890,6,ciiu_rev_4,Otras actividades de asistencia social sin alojamiento
8532,6,ciiu_rev_3,
624191,6,scian,Agrupaciones de autoayuda para alcohólicos y personas con otras adicciones 
624199,6,scian,Otros servicios de orientación y trabajo social prestados por el sector público 
624212,6,scian,Servicios de alimentación comunitarios prestados por el sector público 
624232,6,scian,Servicios de emergencia comunitarios prestados por el sector público 
624112,6,scian,Servicios de orientación y trabajo social para la niñez y la juventud prestados por el sector público 
624312,6,scian,"Servicios de capacitación para el trabajo prestados por el sector público para personas desempleadas, subempleadas o con discapacidad "
624412,6,scian,Guarderías del sector público 
624222,6,scian,Refugios temporales comunitarios del sector público 
624231,6,scian,Servicios de emergencia comunitarios prestados por el sector privado 
624111,6,scian,Servicios de orientación y trabajo social para la niñez y la juventud prestados por el sector privado 
7521,6,ciiu_rev_3,
624198,6,scian,Otros servicios de orientación y trabajo social prestados por el sector privado 
624211,6,scian,Servicios de alimentación comunitarios prestados por el sector privado 
624221,6,scian,Refugios temporales comunitarios del sector privado 
624411,6,scian,Guarderías del sector privado 
624311,6,scian,"Servicios de capacitación para el trabajo prestados por el sector privado para personas desempleadas, subempleadas o con discapacidad "
111,7,ciiu_rev_4,"Cultivo de cereales (excepto arroz), leguminosas y semillas oleaginosas"
111192,7,scian,Cultivo de avena grano 
111132,7,scian,Cultivo de garbanzo grano 
111131,7,scian,Cultivo de frijol grano 
111992,7,scian,Cultivo de cacahuate 
111194,7,scian,Cultivo de sorgo forrajero 
111191,7,scian,Cultivo de sorgo grano 
111121,7,scian,Cultivo de cártamo 
111199,7,scian,Cultivo de otros cereales 
111195,7,scian,Cultivo de avena forrajera 
111139,7,scian,Cultivo de otras leguminosas 
111140,7,scian,Cultivo de trigo 
111193,7,scian,Cultivo de cebada grano 
111129,7,scian,Cultivo anual de otras semillas oleaginosas 
111122,7,scian,Cultivo de girasol 
111110,7,scian,Cultivo de soya 
111151,7,scian,Cultivo de maíz grano 
3430,8,ciiu_rev_3,
2910,8,ciiu_rev_4,Fabricación de vehículos automotores
2930,8,ciiu_rev_4,"Fabricación de partes, piezas y accesorios para vehículos automotores"
336210,8,scian,Fabricación de carrocerías y remolques (fabricación de quinta rueda)
336120,8,scian,Fabricación de camiones y tractocamiones 
3410,8,ciiu_rev_3,
3099,8,ciiu_rev_4,Fabricación de otros tipos de equipo de transporte n.c.p.
336340,8,scian,Fabricación de partes de sistemas de frenos para vehículos automotrices (fabricación de sistemas de frenos y sus partes para vehículos automotrices)
336310,8,scian,Fabricación de motores y sus partes para vehículos automotrices (fabricación de partes para motores automotrices)
336330,8,scian,Fabricación de partes de sistemas de dirección y de suspensión para vehículos automotrices (fabricación de sistemas de dirección y de suspensión y sus partes para vehículos automotrices)
336999,8,scian,"Fabricación de otro equipo de transporte (fabricación de vehículos de tracción animal, y otro equipo de transporte n.c.p.*)"
336110,8,scian,Fabricación de automóviles y camionetas 
2813,8,ciiu_rev_4,"Fabricación de otras bombas, compresores, grifos y válvulas"
336390,8,scian,"Fabricación de otras partes para vehículos automotrices (fabricación de volantes, mofles, convertidores, tanques de gasolina, bolsas de aire, y otras partes para vehículos automotrices n.c.p.*)"
333111,8,scian,Fabricación de maquinaria y equipo agrícola (fabricación de remolques agrícolas)
336320,8,scian,"Fabricación de equipo eléctrico y electrónico y sus partes para vehículos automotores (fabricación de generadores, distribuidores, marchas, arneses y cableados, sistemas eléctricos para puertas y ventanas de vehículos automotores)"
