codigo,codigo_nuevo,clasificador,nombre_actividad
4540,15,ciiu_rev_4,"Venta, mantenimiento y reparación de motocicletas y sus partes, piezas y accesorios"
423140,15,naics_2022,Motor Vehicle Parts (Used) Merchant Wholesalers 
4530,15,ciiu_rev_4,"Venta de partes, piezas y accesorios para vehículos automotores"
423110,15,naics_2022,Automobile and Other Motor Vehicle Merchant Wholesalers
441210,15,naics_2022,Recreational Vehicle Dealers
4610,15,ciiu_rev_4,Venta al por mayor a cambio de una retribución o por contrato
425120,15,naics_2022,Wholesale Trade Agents and Brokers
423120,15,naics_2022,Motor Vehicle Supplies and New Parts Merchant Wholesalers 
423130,15,naics_2022,Tire and Tube Merchant Wholesalers 
441340,15,naics_2022,Tire Dealers
423940,16,naics_2022,"Jewelry, Watch, Precious Stone, and Precious Metal Merchant Wholesalers "
4669,16,ciiu_rev_4,"Venta al por mayor de desperdicios, desechos y chatarra y otros productos n.c.p."
423930,16,naics_2022,Recyclable Material Merchant Wholesalers
424610,16,naics_2022,Plastics Materials and Basic Forms and Shapes Merchant Wholesalers
424130,16,naics_2022,Industrial and Personal Service Paper Merchant Wholesalers
423840,16,naics_2022,Industrial Supplies Merchant Wholesalers 
424110,16,naics_2022,Printing and Writing Paper Merchant Wholesalers 
424690,16,naics_2022,Other Chemical and Allied Products Merchant Wholesalers 
424910,16,naics_2022,Farm Supplies Merchant Wholesalers 
424490,16,naics_2022,Other Grocery and Related Products Merchant Wholesalers 
624229,17,naics_2022,Other Community Housing Services
624221,17,naics_2022,Temporary Shelters
624210,17,naics_2022,Community Food Services
8890,17,ciiu_rev_4,Otras actividades de asistencia social sin alojamiento
624310,17,naics_2022,Vocational Rehabilitation Services
624410,17,naics_2022,Child Care Services 
624230,17,naics_2022,Emergency and Other Relief Services
621410,17,naics_2022,Family Planning Centers
624110,17,naics_2022,Child and Youth Services
624190,17,naics_2022,Other Individual and Family Services
334516,18,naics_2022,Analytical Laboratory Instrument Manufacturing
334513,18,naics_2022,"Instruments and Related Products Manufacturing for Measuring, Displaying, and Controlling Industrial Process Variables"
2652,18,ciiu_rev_4,Fabricación de relojes
2651,18,ciiu_rev_4,"Fabricación de equipo de medición, prueba, navegación y control"
334511,18,naics_2022,"Search, Detection, Navigation, Guidance, Aeronautical, and Nautical System and Instrument Manufacturing"
334515,18,naics_2022,Instrument Manufacturing for Measuring and Testing Electricity and Electrical Signals
334514,18,naics_2022,Totalizing Fluid Meter and Counting Device Manufacturing
334512,18,naics_2022,"Automatic Environmental Control Manufacturing for Residential, Commercial, and Appliance Use"
334519,18,naics_2022,Other Measuring and Controlling Device Manufacturing 
4311,19,ciiu_rev_4,Demolición
213115,19,naics_2022,Support Activities for Nonmetallic Minerals (except Fuels) Mining
4312,19,ciiu_rev_4,Preparación del terreno
990,19,ciiu_rev_4,Actividades de apoyo para otras actividades de explotación de minas y canteras
213113,19,naics_2022,Support Activities for Coal Mining
213114,19,naics_2022,Support Activities for Metal Mining
237990,19,naics_2022,Other Heavy and Civil Engineering Construction
238910,19,naics_2022,Site Preparation Contractors
321215,20,naics_2022,Engineered Wood Member Manufacturing
1622,20,ciiu_rev_4,Fabricación de partes y piezas de carpintería para edificios y construcciones
321991,20,naics_2022,Manufactured Home (Mobile Home) Manufacturing
321113,20,naics_2022,Sawmills
321992,20,naics_2022,Prefabricated Wood Building Manufacturing
321918,20,naics_2022,Other Millwork (including Flooring)
337215,20,naics_2022,"Showcase, Partition, Shelving, and Locker Manufacturing"
321911,20,naics_2022,Wood Window and Door Manufacturing
333519,21,naics_2022,Rolling Mill and Other Metalworking Machinery Manufacturing 
2823,21,ciiu_rev_4,Fabricación de maquinaria metalúrgica
333517,21,naics_2022,Machine Tool Manufacturing 
2826,21,ciiu_rev_4,"Fabricación de maquinaria para la elaboración de productos textiles, prendas de vestir y cueros"
333248,21,naics_2022,All Other Industrial Machinery Manufacturing
2822,21,ciiu_rev_4,Fabricación de maquinaria para la conformación de metales y de máquinas herramienta
333514,21,naics_2022,"Special Die and Tool, Die Set, Jig, and Fixture Manufacturing"
331511,21,naics_2022,Iron Foundries
332439,22,naics_2022,Other Metal Container Manufacturing
811121,22,naics_2022,"Automotive Body, Paint, and Interior Repair and Maintenance "
336212,22,naics_2022,Truck Trailer Manufacturing
336214,22,naics_2022,Travel Trailer and Camper Manufacturing
2920,22,ciiu_rev_4,Fabricación de carrocerías para vehículos automotores; fabricación de remolques y semirremolques
333414,22,naics_2022,Heating Equipment (except Warm Air Furnaces) Manufacturing
332420,22,naics_2022,Metal Tank (Heavy Gauge) Manufacturing
2512,22,ciiu_rev_4,"Fabricación de tanques, depósitos y recipientes de metal"
339910,23,naics_2022,Jewelry and Silverware Manufacturing 
332710,23,naics_2022,Machine Shops
2592,23,ciiu_rev_4,Tratamiento y revestimiento de metales; maquinado
332811,23,naics_2022,Metal Heat Treating
3212,23,ciiu_rev_4,Fabricación de bisutería y artículos conexos
332813,23,naics_2022,"Electroplating, Plating, Polishing, Anodizing, and Coloring"
3211,23,ciiu_rev_4,Fabricación de joyas y artículos conexos
332812,23,naics_2022,"Metal Coating, Engraving (except Jewelry and Silverware), and Allied Services to Manufacturers"
336414,24,naics_2022,Guided Missile and Space Vehicle Manufacturing
336419,24,naics_2022,Other Guided Missile and Space Vehicle Parts and Auxiliary Equipment Manufacturing
336411,24,naics_2022,Aircraft Manufacturing
336412,24,naics_2022,Aircraft Engine and Engine Parts Manufacturing
334220,24,naics_2022,Radio and Television Broadcasting and Wireless Communications Equipment Manufacturing
336413,24,naics_2022,Other Aircraft Part and Auxiliary Equipment Manufacturing
336415,24,naics_2022,Guided Missile and Space Vehicle Propulsion Unit and Propulsion Unit Parts Manufacturing
3030,24,ciiu_rev_4,"Fabricación de aeronaves, naves espaciales y maquinaria conexa"
485320,25,naics_2022,Limousine Service
4922,25,ciiu_rev_4,Otras actividades de transporte por vía terrestre
485999,25,naics_2022,All Other Transit and Ground Passenger Transportation
713920,25,naics_2022,Skiing Facilities
485210,25,naics_2022,Interurban and Rural Bus Transportation
485510,25,naics_2022,Charter Bus Industry
485410,25,naics_2022,School and Employee Bus Transportation
485991,25,naics_2022,Special Needs Transportation
541320,26,naics_2022,Landscape Architectural Services
541340,26,naics_2022,Drafting Services
541310,26,naics_2022,Architectural Services
541350,26,naics_2022,Building Inspection Services
541330,26,naics_2022,Engineering Services
541360,26,naics_2022,Geophysical Surveying and Mapping Services
7110,26,ciiu_rev_4,Actividades de arquitectura e ingeniería y actividades conexas de consultoría técnica
541370,26,naics_2022,Surveying and Mapping (except Geophysical) Services
541870,27,naics_2022,Advertising Material Distribution Services
541860,27,naics_2022,Direct Mail Advertising
541840,27,naics_2022,Media Representatives
541850,27,naics_2022,Indoor and Outdoor Display Advertising
541810,27,naics_2022,Advertising Agencies
7310,27,ciiu_rev_4,Publicidad
541890,27,naics_2022,Other Services Related to Advertising
541830,27,naics_2022,Media Buying Agencies
923120,28,naics_2022,Administration of Public Health Programs
8411,28,ciiu_rev_4,Actividades de la administración pública en general
921110,28,naics_2022,Executive Offices 
921120,28,naics_2022,Legislative Bodies
561440,28,naics_2022,Collection Agencies
921130,28,naics_2022,Public Finance Activities
921140,28,naics_2022,"Executive and Legislative Offices, Combined "
921190,28,naics_2022,Other General Government Support
813312,29,naics_2022,"Environment, Conservation and Wildlife Organizations"
813219,29,naics_2022,Other Grantmaking and Giving Services
813319,29,naics_2022,Other Social Advocacy Organizations
813211,29,naics_2022,Grantmaking Foundations
813410,29,naics_2022,Civic and Social Organizations
813311,29,naics_2022,Human Rights Organizations
9499,29,ciiu_rev_4,Actividades de otras asociaciones n.c.p.
813212,29,naics_2022,Voluntary Health Organizations
311710,30,naics_2022,Seafood Product Preparation and Packaging
114119,30,naics_2022,Other Marine Fishing
114111,30,naics_2022,Finfish Fishing
114112,30,naics_2022,Shellfish Fishing
311,30,ciiu_rev_4,Pesca marítima
1020,30,ciiu_rev_4,"Elaboración y conservación de pescado, crustáceos y moluscos"
312,30,ciiu_rev_4,Pesca de agua dulce
311821,31,naics_2022,Cookie and Cracker Manufacturing
311812,31,naics_2022,Commercial Bakeries
311811,31,naics_2022,Retail Bakeries
311919,31,naics_2022,Other Snack Food Manufacturing
1071,31,ciiu_rev_4,Elaboración de productos de panadería
311813,31,naics_2022,"Frozen Cakes, Pies, and Other Pastries Manufacturing"
311830,31,naics_2022,Tortilla Manufacturing
711510,32,naics_2022,"Independent Artists, Writers, and Performers"
339940,32,naics_2022,Office Supplies (except Paper) Manufacturing
332618,32,naics_2022,Other Fabricated Wire Product Manufacturing
332215,32,naics_2022,"Metal Kitchen Cookware, Utensil, Cutlery, and Flatware (except Precious) Manufacturing "
339994,32,naics_2022,"Broom, Brush, and Mop Manufacturing"
339995,32,naics_2022,Burial Casket Manufacturing
3290,32,ciiu_rev_4,Otras industrias manufactureras n.c.p.
324121,33,naics_2022,Asphalt Paving Mixture and Block Manufacturing
324122,33,naics_2022,Asphalt Shingle and Coating Materials Manufacturing
322120,33,naics_2022,Paper Mills
2399,33,ciiu_rev_4,Fabricación de otros productos minerales no metálicos n.c.p.
327910,33,naics_2022,Abrasive Product Manufacturing
336350,33,naics_2022,Motor Vehicle Transmission and Power Train Parts Manufacturing
327992,33,naics_2022,Ground or Treated Mineral and Earth Manufacturing
325413,34,naics_2022,In-Vitro Diagnostic Substance Manufacturing
2100,34,ciiu_rev_4,"Fabricación de productos farmacéuticos, sustancias químicas medicinales y productos botánicos de uso farmacéutico"
325411,34,naics_2022,Medicinal and Botanical Manufacturing
325412,34,naics_2022,Pharmaceutical Preparation Manufacturing
339113,34,naics_2022,Surgical Appliance and Supplies Manufacturing
325414,34,naics_2022,Biological Product (except Diagnostic) Manufacturing
325199,34,naics_2022,All Other Basic Organic Chemical Manufacturing
333912,35,naics_2022,Air and Gas Compressor Manufacturing
2819,35,ciiu_rev_4,Fabricación de otros tipos de maquinaria de uso general
333415,35,naics_2022,Air-Conditioning and Warm Air Heating Equipment and Commercial and Industrial Refrigeration Equipment Manufacturing
333413,35,naics_2022,Industrial and Commercial Fan and Blower and Air Purification Equipment Manufacturing 
332919,35,naics_2022,Other Metal Valve and Pipe Fitting Manufacturing
333992,35,naics_2022,Welding and Soldering Equipment Manufacturing
333993,35,naics_2022,Packaging Machinery Manufacturing
3250,36,ciiu_rev_4,Fabricación de instrumentos y materiales médicos y odontológicos
333998,36,naics_2022,All Other Miscellaneous General Purpose Machinery Manufacturing
337127,36,naics_2022,Institutional Furniture Manufacturing
339114,36,naics_2022,Dental Equipment and Supplies Manufacturing
339112,36,naics_2022,Surgical and Medical Instrument Manufacturing
339116,36,naics_2022,Dental Laboratories
339115,36,naics_2022,Ophthalmic Goods Manufacturing
2610,37,ciiu_rev_4,Fabricación de componentes y tableros electrónicos
334416,37,naics_2022,"Capacitor, Resistor, Coil, Transformer, and Other Inductor Manufacturing "
334418,37,naics_2022,Printed Circuit Assembly (Electronic Assembly) Manufacturing
334419,37,naics_2022,Other Electronic Component Manufacturing 
334413,37,naics_2022,Semiconductor and Related Device Manufacturing
334412,37,naics_2022,Bare Printed Circuit Board Manufacturing
334417,37,naics_2022,Electronic Connector Manufacturing
811490,38,naics_2022,Other Personal and Household Goods Repair and Maintenance
3312,38,ciiu_rev_4,Reparación de maquinaria
3319,38,ciiu_rev_4,Reparación de otros tipos de equipo
3314,38,ciiu_rev_4,Reparación de equipo eléctrico
811310,38,naics_2022,Commercial and Industrial Machinery and Equipment (except Automotive and Electronic) Repair and Maintenance
3311,38,ciiu_rev_4,Reparación de productos elaborados de metal
