anio,actividad,K000A Total de gastos por consumo de bienes y servicios (millones de pesos),K412A Gasto por consumo de energía eléctrica (millones de pesos)
2013,Rama 4683 Comercio al por menor de motocicletas y otros vehículos de motor,9479.556,26.116
2013,"Rama 4684 Comercio al por menor de combustibles, aceites y grasas lubricantes",487686.85,1212.189
2013,"Rama 4691 Intermediación de comercio al por menor, y comercio al por menor a través de catálogos impresos, televisión y similares",2315.743,8.027
2013,Rama 4811 Transporte aéreo regular,74510.502,36.991
2013,Rama 4812 Transporte aéreo no regular,2659.426,4.913
2013,Rama 4821 Transporte por ferrocarril,,
2013,Rama 4831 Transporte marítimo,3034.25,33.204
2013,Rama 4832 Transporte por aguas interiores,213.068,1.546
2013,Rama 4841 Autotransporte de carga general,52407.729,504.325
2013,Rama 4842 Autotransporte de carga especializado,34305.353,218.067
2013,Rama 4851 Transporte colectivo urbano y suburbano de pasajeros de ruta fija,21579.523,2443.922
2013,Rama 4852 Transporte colectivo foráneo de pasajeros de ruta fija,37933.651,301.362
2013,Rama 4853 Servicio de taxis y limusinas,,
2013,Rama 4854 Transporte escolar y de personal,,
2013,Rama 4855 Alquiler de autobuses con chofer,1456.564,31.416
2013,Rama 4859 Otro transporte terrestre de pasajeros,1142.083,28.324
2013,Rama 4862 Transporte de gas natural por ductos,,
2013,Rama 4869 Transporte por ductos de otros productos,,
2013,Rama 4871 Transporte turístico por tierra,,
2013,Rama 4872 Transporte turístico por agua,293.669,2.503
2013,Rama 4879 Otro transporte turístico,,
2013,Rama 4881 Servicios relacionados con el transporte aéreo,3061.811,172.249
2013,Rama 4882 Servicios relacionados con el transporte por ferrocarril,915.661,9.522
2013,Rama 4883 Servicios relacionados con el transporte por agua,5356.441,101.379
2013,Rama 4884 Servicios relacionados con el transporte por carretera,6965.741,135.72
2013,Rama 4885 Servicios de intermediación para el transporte de carga,18607.201,531.241
2013,Rama 4889 Otros servicios relacionados con el transporte,207.503,7.973
2013,Rama 4911 Servicios postales,,
2013,Rama 4921 Servicios de mensajería y paquetería foránea,6195.459,77.333
2013,Rama 4922 Servicios de mensajería y paquetería local,389.723,3.407
2013,Rama 4931 Servicios de almacenamiento,6609.064,204.318
2013,Rama 5121 Industria fílmica y del video,18835.096,748.186
2013,Rama 5122 Industria del sonido,874.316,32.745
2013,"Rama 5131 Edición de periódicos, revistas, libros, directorios y otros materiales",17333.587,216.77
2013,Rama 5132 Edición de software,1279.772,10.792
2013,Rama 5161 Estaciones de transmisión de programas de radio y televisión,56694.208,488.576
2013,"Rama 5162 Servicios de distribución de audio y video en tiempo real (streaming), redes sociales, cadenas de radio y televisión y otros proveedores de contenido",394.842,5.687
2013,Rama 5173 Operadores de servicios de telecomunicaciones alámbricas e inalámbricas,296186.303,3596.792
2013,Rama 5174 Operadores de servicios de telecomunicaciones vía satélite,491.44,5.637
2013,Rama 5179 Otros servicios de telecomunicaciones,9098.719,33.694
2013,"Rama 5182 Provisión de infraestructura de servicios de cómputo, procesamiento de datos, hospedaje de páginas de internet y otros servicios relacionados",3078.62,39.38
2013,"Rama 5192 Bibliotecas, archivos, portales de búsqueda en la red y otros servicios de suministro de información",1428.523,23.622
2013,Rama 5211 Banca central,1536.824,0
2013,Rama 5221 Banca múltiple,107521.472,1821.728
2013,Rama 5222 Instituciones financieras de fomento económico,6926.336,111.817
2013,Rama 5223 Uniones de crédito e instituciones de ahorro,7624.314,328.114
2013,Rama 5224 Otras instituciones de intermediación crediticia y financiera no bursátil,24866.652,429.265
2013,Rama 5225 Servicios relacionados con la intermediación crediticia no bursátil,1468.173,48.757
2013,"Rama 5231 Casas de bolsa, casas de cambio y centros cambiarios",8037.453,84.334
2013,Rama 5232 Bolsa de valores,678.832,13.164
2013,Rama 5239 Asesoría en inversiones y otros servicios relacionados con la intermediación bursátil,1214.537,4.659
2013,Rama 5241 Compañías de seguros y fianzas,14831.273,182.017
2013,"Rama 5242 Servicios relacionados con los seguros y las fianzas, y administración de fondos para el retiro",7663.073,105.053
2013,Rama 5311 Alquiler sin intermediación de bienes raíces,6487.904,462.368
2013,Rama 5312 Inmobiliarias y corredores de bienes raíces,15908.447,459.115
2013,Rama 5313 Servicios relacionados con los servicios inmobiliarios,6632.849,638.263
2013,"Rama 5321 Alquiler de automóviles, camiones y otros transportes terrestres",5979.296,28.98
2013,Rama 5322 Alquiler de artículos para el hogar y personales,3306.391,189.71
2013,Rama 5323 Centros generales de alquiler,632.804,19.222
2013,"Rama 5324 Alquiler de maquinaria y equipo agropecuario, pesquero, industrial, comercial y de servicios",12630.218,193.706
2013,"Rama 5331 Servicios de alquiler de marcas registradas, patentes y franquicias",227.517,2.217
2013,Rama 5411 Servicios legales,7479.371,263.647
2013,"Rama 5412 Servicios de contabilidad, auditoría y servicios relacionados",5547.49,246.523
2013,"Rama 5413 Servicios de arquitectura, ingeniería y actividades relacionadas",27768.452,672.197
2013,Rama 5414 Diseño especializado,1726.762,26.977
2013,Rama 5415 Servicios de diseño de sistemas de cómputo y servicios relacionados,15014.719,103.837
2013,"Rama 5416 Servicios de consultoría administrativa, científica y técnica",7876.048,177.41
2013,Rama 5417 Servicios de investigación científica y desarrollo,882.995,20.111
2013,Rama 5418 Servicios de publicidad y actividades relacionadas,16805.451,183.64
2013,"Rama 5419 Otros servicios profesionales, científicos y técnicos",5382.122,135.471
2013,Rama 5511 Dirección y administración de grupos empresariales o corporativos,84733.204,1187.113
2013,Rama 5611 Servicios de administración de negocios,14724.548,312.702
2013,Rama 5612 Servicios integrales de apoyo a los negocios en instalaciones,3801.51,64.344
2013,Rama 5613 Servicios de empleo,36945.918,1332.261
2013,"Rama 5614 Servicios de apoyo secretarial, fotocopiado, cobranza, investigación crediticia y similares",10154.959,610.669
2013,Rama 5615 Agencias de viajes y servicios de reservaciones,11765.388,147.425
2013,"Rama 5616 Servicios de investigación, protección y seguridad",17742.875,697.871
2013,Rama 5617 Servicios de limpieza,2479.295,29.684
2013,Rama 5619 Otros servicios de apoyo a los negocios,6658.861,91.567
2013,Rama 5621 Recolección de residuos,4359.45,57.129
2013,"Rama 6111 Escuelas de educación básica, media y para necesidades especiales",19239.147,1108.379
2013,Rama 6112 Escuelas de educación técnica superior,249.826,6.979
2013,Rama 6113 Escuelas de educación superior,29107.413,1357.298
2013,"Rama 6114 Escuelas comerciales, de computación y de capacitación para ejecutivos",1371.819,68.487
2013,Rama 6115 Escuelas de oficios,614.014,37.446
2013,Rama 6116 Otros servicios educativos,3351.766,169.46
2013,Rama 6117 Servicios de apoyo a la educación,250.838,4.704
2013,Rama 6211 Consultorios médicos,8425.506,377.804
2013,Rama 6212 Consultorios dentales,4973.348,242.524
2013,Rama 6213 Otros consultorios para el cuidado de la salud,2024.612,85.338
2013,Rama 6214 Centros para la atención de pacientes que no requieren hospitalización,1379.635,52.929
2013,Rama 6215 Laboratorios médicos y de diagnóstico,7213.127,245.67
2013,Rama 6216 Servicios de enfermería a domicilio,362.56,12.921
2013,"Rama 6219 Servicios de ambulancias, de bancos de órganos y otros servicios auxiliares al tratamiento médico",432.368,15.543
2013,Rama 6221 Hospitales generales,23171.929,557.581
2013,Rama 6222 Hospitales psiquiátricos y para el tratamiento por adicción,64.862,2.39
2013,Rama 6223 Hospitales de otras especialidades médicas,6749.138,244.206
2013,"Rama 6231 Residencias con cuidados de enfermeras para enfermos convalecientes, en rehabilitación, incurables y terminales",40.957,2.176
2013,"Rama 6232 Residencias para el cuidado de personas con problemas de retardo mental, trastorno mental y adicciones",34.937,1.914
2013,Rama 6233 Asilos y otras residencias para el cuidado de ancianos,433.333,27.607
2013,Rama 6239 Orfanatos y otras residencias de asistencia social,526.493,38.596
2013,Rama 6241 Servicios de orientación y trabajo social,1066.384,60.235
2013,"Rama 6242 Servicios comunitarios de alimentación, refugio y emergencia",328.05,10.664
2013,"Rama 6243 Servicios de capacitación para el trabajo para personas desempleadas, subempleadas o con discapacidad",159.774,8.657
2013,Rama 6244 Guarderías,2968.757,132.498
2013,Rama 7111 Compañías y grupos de espectáculos artísticos y culturales,332.015,5.935
2013,Rama 7112 Deportistas y equipos deportivos profesionales,5516.747,96.48
2013,"Rama 7113 Promotores de espectáculos artísticos, culturales, deportivos y similares",1614.564,56.847
2013,"Rama 7114 Agentes y representantes de artistas, deportistas y similares",220.453,0.804
2013,"Rama 7115 Artistas, escritores y técnicos independientes",103.834,2.025
2013,"Rama 7121 Museos, sitios históricos, zoológicos y similares",1733.593,72.152
2013,Rama 7131 Parques con instalaciones recreativas y casas de juegos electrónicos,3280.328,167.78
2013,"Rama 7132 Casinos, loterías y otros juegos de azar",13642.86,569.747
2013,Rama 7139 Otros servicios recreativos,11935.232,806.387
2013,"Rama 7211 Hoteles, moteles y similares",69398.082,5151.309
2013,Rama 7212 Campamentos y albergues recreativos,56.258,9.113
2013,"Rama 7213 Pensiones y casas de huéspedes, y departamentos y casas amueblados con servicios de hotelería",756.27,90.216
2013,Rama 7223 Servicios de preparación de alimentos por encargo,7848.746,61.855
2013,"Rama 7224 Centros nocturnos, bares, cantinas y similares",9315.616,443.469
2013,Rama 7225 Servicios de preparación de alimentos y bebidas alcohólicas y no alcohólicas,145226.714,4986.154
2013,Rama 8111 Reparación y mantenimiento de automóviles y camiones,29606.889,1009.684
2013,Rama 8112 Reparación y mantenimiento de equipo electrónico y de equipo de precisión,4608.151,117.346
2013,"Rama 8113 Reparación y mantenimiento de maquinaria y equipo agropecuario, industrial, comercial y de servicios",14781.468,227.088
2013,Rama 8114 Reparación y mantenimiento de artículos para el hogar y personales,5318.509,184.097
2013,"Rama 8121 Salones y clínicas de belleza, baños públicos y bolerías",8857.815,577.026
2013,Rama 8122 Lavanderías y tintorerías,3732.318,357.563
2013,Rama 8123 Servicios funerarios y administración de cementerios,3059.493,95.543
2013,Rama 8124 Estacionamientos y pensiones para vehículos automotores,13187.399,332.122
2013,Rama 8129 Servicios de revelado e impresión de fotografías y otros servicios personales,767.675,36.338
2013,"Rama 8131 Asociaciones y organizaciones comerciales, laborales, profesionales y recreativas",5663.284,242.812
2013,"Rama 8132 Asociaciones y organizaciones religiosas, políticas y civiles",3642.132,199.961
2008,Rama 1125 Acuicultura,3028.636,67.249
2008,Rama 1141 Pesca,4683.118,40.43
2008,Rama 1151 Servicios relacionados con la agricultura,774.719,12.508
2008,Rama 1152 Servicios relacionados con la cría y explotación de animales,90.411,0.235
2008,Rama 1153 Servicios relacionados con el aprovechamiento forestal,0.449,0.001
2008,Rama 2111 Extracción de petróleo y gas,243951.734,1601.111
2008,Rama 2121 Minería de carbón mineral,7360.035,326.826
2008,Rama 2122 Minería de minerales metálicos,24903.366,3373.234
2008,Rama 2123 Minería de minerales no metálicos,6968.948,779.468
2008,Rama 2131 Servicios relacionados con la minería,16203.738,46.421
2008,"Rama 2211 Generación, transmisión, distribución y comercialización de energía eléctrica",,
2008,Rama 2212 Suministro de gas natural por ductos al consumidor final,,
2008,"Rama 2213 Captación, tratamiento y suministro de agua",17670.011,6556.436
2008,Rama 2361 Edificación residencial,75801.164,313.662
2008,Rama 2362 Edificación no residencial,68984.069,203.366
2008,"Rama 2371 Construcción de obras para el suministro de agua, petróleo, gas, energía eléctrica y telecomunicaciones",45306.119,210.824
2008,Rama 2372 División de terrenos y construcción de obras de urbanización,16319.421,47.919
2008,Rama 2373 Construcción de vías de comunicación,53124.595,196.995
2008,Rama 2379 Otras construcciones de ingeniería civil,7114.007,9.235
2008,"Rama 2381 Cimentaciones, montaje de estructuras prefabricadas y trabajos en exteriores",3728.353,14.229
2008,Rama 2382 Instalaciones y equipamiento en construcciones,8108.923,56.848
2008,Rama 2383 Trabajos de acabados en edificaciones,2501.779,14.237
2008,Rama 2389 Otros trabajos especializados para la construcción,3870.552,13.021
2008,Rama 3111 Elaboración de alimentos balanceados para animales,57114.927,508.475
2008,Rama 3112 Molienda de granos y de semillas y obtención de aceites y grasas,105264.21,1582.792
2008,"Rama 3113 Elaboración de azúcares, chocolates, dulces y similares",44188.26,717.731
2008,"Rama 3114 Conservación de frutas, verduras, guisos y otros alimentos preparados",35540.551,845.395
2008,Rama 3115 Elaboración de productos lácteos,78742.288,1127.911
2008,"Rama 3116 Matanza, empacado y procesamiento de carne de ganado, aves y otros animales comestibles",47860.716,884.834
2008,Rama 3117 Preparación y envasado de pescados y mariscos,6424.767,178.332
2008,Rama 3118 Elaboración de productos de panadería y tortillas,61770.605,1760.858
2008,Rama 3119 Otras industrias alimentarias,63620.712,768.053
2008,Rama 3121 Industria de las bebidas,133937.987,2280.64
2008,Rama 3122 Industria del tabaco,6020.612,51.044
2008,"Rama 3131 Preparación e hilado de fibras textiles, y fabricación de hilos",6194.556,668.697
2008,Rama 3132 Fabricación de telas,23961.042,2088.383
2008,Rama 3133 Acabado de productos textiles y fabricación de telas recubiertas,3290.163,171.517
2008,"Rama 3141 Confección de alfombras, blancos y similares",6999.058,237.228
2008,"Rama 3149 Fabricación de otros productos textiles, excepto prendas de vestir",6400.716,389.494
2008,Rama 3151 Fabricación de prendas de vestir de tejido de punto,5844.155,247.054
2008,Rama 3152 Confección de prendas de vestir,36102.221,882.2
2008,Rama 3159 Confección de accesorios de vestir y otras prendas de vestir no clasificados en otra parte,594.327,20.333
2008,Rama 3161 Curtido y acabado de cuero y piel,6464.216,159.923
2008,Rama 3162 Fabricación de calzado,16504.109,355.079
2008,"Rama 3169 Fabricación de otros productos de cuero, piel y materiales sucedáneos",1765.722,46.282
2008,Rama 3211 Aserrado y conservación de la madera,1360.441,42.894
2008,Rama 3212 Fabricación de laminados y aglutinados de madera,3377.782,122.341
2008,Rama 3219 Fabricación de otros productos de madera,7488.128,171.029
2008,"Rama 3221 Fabricación de pulpa, papel y cartón",39276.338,3893.819
2008,Rama 3222 Fabricación de productos de cartón y papel,57860.376,1450.576
2008,Rama 3231 Impresión e industrias conexas,24477.252,820.9
2008,Rama 3241 Fabricación de productos derivados del petróleo y del carbón,547447.783,587.322
2008,Rama 3251 Fabricación de productos químicos básicos,311255.136,3944.568
2008,"Rama 3252 Fabricación de resinas y hules sintéticos, y fibras químicas",58459.876,1859.686
2008,"Rama 3253 Fabricación de fertilizantes, plaguicidas y otros agroquímicos",22804.723,495.981
2008,Rama 3254 Fabricación de productos farmacéuticos,84746.901,969.02
2008,"Rama 3255 Fabricación de pinturas, recubrimientos y adhesivos",23932.186,210.472
2008,"Rama 3256 Fabricación de jabones, limpiadores y preparaciones de tocador",58471.015,750.883
2008,Rama 3259 Fabricación de otros productos químicos,22039.992,288.257
2008,Rama 3261 Fabricación de productos de plástico,112614.947,5595.664
2008,Rama 3262 Fabricación de productos de hule,21600.526,1058.22
2008,Rama 3271 Fabricación de productos a base de arcillas y minerales refractarios,20810.666,1386.502
2008,Rama 3272 Fabricación de vidrio y productos de vidrio,25426.358,1974.536
2008,"Rama 3273 Fabricación de cemento, concreto y sus productos",44559.346,4596.338
2008,"Rama 3274 Fabricación de cal, yeso y productos de yeso",4290.699,342.567
2008,Rama 3279 Fabricación de otros productos a base de minerales no metálicos,6802.323,272.652
2008,Rama 3311 Industria básica del hierro y del acero,82104.647,6711.703
2008,Rama 3312 Fabricación de productos de hierro y acero,85854.25,3230.413
2008,Rama 3313 Industria básica del aluminio,10675.366,355.665
2008,"Rama 3314 Industrias de metales no ferrosos, excepto aluminio",79433.57,1896.873
2008,Rama 3315 Moldeo por fundición de piezas metálicas,8903.042,529.465
2008,Rama 3321 Fabricación de productos metálicos forjados y troquelados,9475.192,238.124
2008,Rama 3322 Fabricación de herramientas de mano sin motor y utensilios de cocina metálicos,9917.66,213.934
2008,Rama 3323 Fabricación de estructuras metálicas y productos de herrería,25339.729,509.988
2008,"Rama 3324 Fabricación de calderas, tanques y envases metálicos",19505.029,474.929
2008,Rama 3325 Fabricación de herrajes y cerraduras,2419.004,104.812
2008,"Rama 3326 Fabricación de alambre, productos de alambre y resortes",13335.529,461.527
2008,Rama 3327 Maquinado de piezas y fabricación de tornillos,8143.297,316.401
2008,Rama 3328 Recubrimientos y terminados metálicos,21994.514,824.397
2008,Rama 3329 Fabricación de otros productos metálicos,23544.549,812.98
2008,"Rama 3331 Fabricación de maquinaria y equipo agropecuario, para la construcción y para la industria extractiva",16655.961,295.285
2008,"Rama 3332 Fabricación de maquinaria y equipo para las industrias manufactureras, excepto la metalmecánica",3999.048,90.424
2008,Rama 3333 Fabricación de maquinaria y equipo para el comercio y los servicios,1846.943,44.822
2008,"Rama 3334 Fabricación de equipo de aire acondicionado, calefacción, y de refrigeración industrial y comercial",15599.108,250.392
2008,Rama 3335 Fabricación de maquinaria y equipo para la industria metalmecánica,1846.807,45.855
2008,"Rama 3336 Fabricación de motores de combustión interna, turbinas y transmisiones",11907.733,256.915
2008,Rama 3339 Fabricación de otra maquinaria y equipo para la industria en general,13627.277,339.538
2008,Rama 3341 Fabricación de computadoras y equipo periférico,18384.116,673.593
2008,Rama 3342 Fabricación de equipo de comunicación,7816.183,367.136
2008,Rama 3343 Fabricación de equipo de audio y de video,13021.036,537.874
2008,Rama 3344 Fabricación de componentes electrónicos,16945.866,1089.252
2008,"Rama 3345 Fabricación de instrumentos de medición, control, navegación, y equipo médico electrónico",1981.048,117.934
2008,Rama 3346 Fabricación y reproducción de medios magnéticos y ópticos,2979.465,109.242
2008,Rama 3351 Fabricación de accesorios de iluminación,4677.742,172.911
2008,Rama 3352 Fabricación de aparatos eléctricos de uso doméstico,32644.854,897.116
2008,Rama 3353 Fabricación de equipo de generación y distribución de energía eléctrica,27603.313,844.6
2008,Rama 3359 Fabricación de otros equipos y accesorios eléctricos,35549.582,1271.748
2008,Rama 3361 Fabricación de automóviles y camiones,343716.513,1298.521
2008,Rama 3362 Fabricación de carrocerías y remolques,11155.914,188.178
2008,Rama 3363 Fabricación de partes para vehículos automotores,218893.097,6618.166
2008,Rama 3364 Fabricación de equipo aeroespacial,2472.427,142.574
2008,Rama 3365 Fabricación de equipo ferroviario,6405.106,94
2008,Rama 3366 Fabricación de embarcaciones,844.902,47.681
2008,Rama 3369 Fabricación de otro equipo de transporte,1941.278,34.74
2008,"Rama 3371 Fabricación de muebles, excepto de oficina y estantería",16786.999,442.74
2008,Rama 3372 Fabricación de muebles de oficina y estantería,4709.389,104.161
2008,"Rama 3379 Fabricación de colchones, persianas y cortineros",4446.901,67.192
2008,Rama 4311 Comercio al por mayor de abarrotes y alimentos,483542.361,1431.086
2008,"Rama 4312 Comercio al por mayor de bebidas, hielo y tabaco",147006.866,483.007
2008,Rama 4321 Comercio al por mayor de productos textiles y calzado,28045.787,94.843
2008,Rama 4331 Comercio al por mayor de productos farmacéuticos,90333.218,107.013
2008,"Rama 4332 Comercio al por mayor de artículos de perfumería, cosméticos y joyería",16826.589,28.699
2008,"Rama 4333 Comercio al por mayor de grabaciones de audio y video en medios físicos, juguetes y artículos deportivos",10960.932,23.092
2008,"Rama 4334 Comercio al por mayor de artículos de papelería, libros, revistas y periódicos",24017.788,81.678
2008,Rama 4335 Comercio al por mayor de electrodomésticos menores y aparatos de línea blanca,48507.914,53
2008,Rama 4341 Comercio al por mayor de materias primas agropecuarias y forestales,51993.433,145.016
2008,Rama 4342 Comercio al por mayor de materias primas para la industria,1424858.067,2183.226
2008,Rama 4343 Comercio al por mayor de materiales de desecho,26597.561,117.906
2008,"Rama 4351 Comercio al por mayor de maquinaria y equipo agropecuario, forestal y para la pesca",17019.148,39.924
2008,Rama 4352 Comercio al por mayor de maquinaria y equipo para la industria,37527.552,74.748
2008,Rama 4353 Comercio al por mayor de maquinaria y equipo para los servicios y para actividades comerciales,65190.975,142.597
2008,"Rama 4354 Comercio al por mayor de mobiliario y equipo de cómputo y de oficina, y de otra maquinaria y equipo de uso general",150404.149,257.487
2008,"Rama 4361 Comercio al por mayor de camiones y de partes y refacciones nuevas para automóviles, camionetas y camiones",28902.863,40.046
2008,Rama 4373 Intermediación de comercio al por mayor,2066.567,12.115
2008,Rama 4611 Comercio al por menor de abarrotes y alimentos,307802.371,6322.929
2008,"Rama 4612 Comercio al por menor de bebidas, hielo y tabaco",30342.065,764.871
2008,Rama 4621 Comercio al por menor en tiendas de autoservicio,565987.577,8493.424
2008,Rama 4622 Comercio al por menor en tiendas departamentales,99512.139,1738.061
2008,"Rama 4631 Comercio al por menor de productos textiles, excepto ropa",17144.792,192.386
2008,"Rama 4632 Comercio al por menor de ropa, bisutería y accesorios de vestir",64967.645,964.336
2008,Rama 4633 Comercio al por menor de calzado,26365.622,319.444
2008,Rama 4641 Comercio al por menor de artículos para el cuidado de la salud,106875.433,1169.493
2008,Rama 4651 Comercio al por menor de artículos de perfumería y joyería,19682.25,209.331
2008,Rama 4652 Comercio al por menor de artículos para el esparcimiento,20824.653,192.53
2008,"Rama 4653 Comercio al por menor de artículos de papelería, libros, revistas y periódicos",35711.939,465.477
2008,"Rama 4659 Comercio al por menor de mascotas y sus accesorios, regalos, artículos religiosos, desechables, artesanías y otros artículos de uso personal",19982.136,249.377
2008,Rama 4661 Comercio al por menor de muebles para el hogar y otros enseres domésticos,82545.487,823.303
2008,"Rama 4662 Comercio al por menor de mobiliario, equipo y accesorios de cómputo, teléfonos y otros aparatos de comunicación",58103.375,219.684
2008,Rama 4663 Comercio al por menor de artículos para la decoración de interiores,12327.057,135.391
2008,Rama 4664 Comercio al por menor de artículos usados,2430.984,37.637
2008,"Rama 4671 Comercio al por menor de artículos de ferretería, tlapalería y vidrios",134816.968,740.255
2008,Rama 4681 Comercio al por menor de automóviles y camionetas,236171.339,803.181
2008,"Rama 4682 Comercio al por menor de partes y refacciones para automóviles, camionetas y camiones",103922.144,430.082
2008,Rama 4683 Comercio al por menor de motocicletas y otros vehículos de motor,11099.561,37.808
2008,"Rama 4684 Comercio al por menor de combustibles, aceites y grasas lubricantes",316614.809,976.334
2008,"Rama 4691 Intermediación de comercio al por menor, y comercio al por menor a través de catálogos impresos, televisión y similares",557.312,2.892
2008,Rama 4811 Transporte aéreo regular,54076.502,102.744
2008,Rama 4812 Transporte aéreo no regular,5090.634,11.787
2008,Rama 4821 Transporte por ferrocarril,,
2008,Rama 4831 Transporte marítimo,6553.149,48.972
2008,Rama 4832 Transporte por aguas interiores,60.134,0.581
2008,Rama 4841 Autotransporte de carga general,30836.687,180.906
2008,Rama 4842 Autotransporte de carga especializado,24659.15,147.87
2008,Rama 4851 Transporte colectivo urbano y suburbano de pasajeros de ruta fija,17948.776,1880.132
2008,Rama 4852 Transporte colectivo foráneo de pasajeros de ruta fija,23823.8,109.9
2008,Rama 4853 Servicio de taxis y limusinas,29.986,1.459
2008,Rama 4854 Transporte escolar y de personal,1649.993,14.927
2008,Rama 4855 Alquiler de autobuses con chofer,212.997,2.633
2008,Rama 4859 Otro transporte terrestre de pasajeros,624.146,4.183
2008,Rama 4861 Transporte de petróleo crudo por ductos,,
2008,Rama 4862 Transporte de gas natural por ductos,1258.554,34.354
2008,Rama 4869 Transporte por ductos de otros productos,,
2008,Rama 4871 Transporte turístico por tierra,,
2008,Rama 4872 Transporte turístico por agua,515.629,8.101
2008,Rama 4879 Otro transporte turístico,,
2008,Rama 4881 Servicios relacionados con el transporte aéreo,6235.807,487.69
2008,Rama 4882 Servicios relacionados con el transporte por ferrocarril,524.649,7.929
2008,Rama 4883 Servicios relacionados con el transporte por agua,7694.389,78.42
2008,Rama 4884 Servicios relacionados con el transporte por carretera,9156.511,171.801
2008,Rama 4885 Servicios de intermediación para el transporte de carga,15161.343,158.858
2008,Rama 4889 Otros servicios relacionados con el transporte,874.131,4.641
2008,Rama 4911 Servicios postales,,
2008,Rama 4921 Servicios de mensajería y paquetería foránea,8951.181,74.962
2008,Rama 4922 Servicios de mensajería y paquetería local,1279.871,9.513
2008,Rama 4931 Servicios de almacenamiento,4388.871,155.538
2008,Rama 5121 Industria fílmica y del video,13897.41,448.882
2008,Rama 5122 Industria del sonido,436.862,17.964
2008,"Rama 5131 Edición de periódicos, revistas, libros, directorios y otros materiales",16382.451,190.222
2008,Rama 5132 Edición de software,1714.069,4.504
2008,Rama 5161 Estaciones de transmisión de programas de radio y televisión,20059.599,516.898
2008,"Rama 5162 Servicios de distribución de audio y video en tiempo real (streaming), redes sociales, cadenas de radio y televisión y otros proveedores de contenido",390.68,8.052
2008,Rama 5173 Operadores de servicios de telecomunicaciones alámbricas e inalámbricas,214791.527,4028.025
2008,Rama 5174 Operadores de servicios de telecomunicaciones vía satélite,743.636,5.75
2008,Rama 5179 Otros servicios de telecomunicaciones,12825.857,31.121
2008,"Rama 5182 Provisión de infraestructura de servicios de cómputo, procesamiento de datos, hospedaje de páginas de internet y otros servicios relacionados",2033.12,57.445
2008,"Rama 5192 Bibliotecas, archivos, portales de búsqueda en la red y otros servicios de suministro de información",748.339,13.265
2008,Rama 5211 Banca central,16615,29
2008,Rama 5221 Banca múltiple,101208.421,1654.025
2008,Rama 5222 Instituciones financieras de fomento económico,11318.837,139.999
2008,Rama 5223 Uniones de crédito e instituciones de ahorro,4727.436,148.618
2008,Rama 5224 Otras instituciones de intermediación crediticia y financiera no bursátil,31444.289,361.26
2008,Rama 5225 Servicios relacionados con la intermediación crediticia no bursátil,521.548,2.807
2008,"Rama 5231 Casas de bolsa, casas de cambio y centros cambiarios",5523.538,82.115
2008,Rama 5232 Bolsa de valores,701.554,11.573
2008,Rama 5239 Asesoría en inversiones y otros servicios relacionados con la intermediación bursátil,2456.583,9.157
2008,Rama 5241 Compañías de seguros y fianzas,15007.84,190.017
2008,"Rama 5242 Servicios relacionados con los seguros y las fianzas, y administración de fondos para el retiro",8201.509,77.787
2008,Rama 5311 Alquiler sin intermediación de bienes raíces,4153.895,470.88
2008,Rama 5312 Inmobiliarias y corredores de bienes raíces,22885.354,482.553
2008,Rama 5313 Servicios relacionados con los servicios inmobiliarios,6426.45,425.709
2008,"Rama 5321 Alquiler de automóviles, camiones y otros transportes terrestres",2447.827,24.692
2008,Rama 5322 Alquiler de artículos para el hogar y personales,3332.665,121.73
2008,Rama 5323 Centros generales de alquiler,665.961,7.005
2008,"Rama 5324 Alquiler de maquinaria y equipo agropecuario, pesquero, industrial, comercial y de servicios",10252.46,95.133
2008,"Rama 5331 Servicios de alquiler de marcas registradas, patentes y franquicias",1879.826,2.612
2008,Rama 5411 Servicios legales,6965.697,263.65
2008,"Rama 5412 Servicios de contabilidad, auditoría y servicios relacionados",7698.058,236.448
2008,"Rama 5413 Servicios de arquitectura, ingeniería y actividades relacionadas",17239.209,126.169
2008,Rama 5414 Diseño especializado,2836.132,43.059
2008,Rama 5415 Servicios de diseño de sistemas de cómputo y servicios relacionados,9670.459,95.3
2008,"Rama 5416 Servicios de consultoría administrativa, científica y técnica",7584.679,122.35
2008,Rama 5417 Servicios de investigación científica y desarrollo,603.829,21.073
2008,Rama 5418 Servicios de publicidad y actividades relacionadas,15124.192,217.3
2008,"Rama 5419 Otros servicios profesionales, científicos y técnicos",5514.753,136.911
2008,Rama 5511 Dirección y administración de grupos empresariales o corporativos,21595.003,371.278
2008,Rama 5611 Servicios de administración de negocios,13186.076,339.524
2008,Rama 5612 Servicios integrales de apoyo a los negocios en instalaciones,2341.912,44.202
2008,Rama 5613 Servicios de empleo,18566.612,726.819
2008,"Rama 5614 Servicios de apoyo secretarial, fotocopiado, cobranza, investigación crediticia y similares",8016.418,576.041
2008,Rama 5615 Agencias de viajes y servicios de reservaciones,11542.072,136.594
2008,"Rama 5616 Servicios de investigación, protección y seguridad",7973.345,135.629
2008,Rama 5617 Servicios de limpieza,2807.774,29.673
2008,Rama 5619 Otros servicios de apoyo a los negocios,4826.085,107.151
2008,Rama 5621 Recolección de residuos,2965.206,38.144
2008,"Rama 6111 Escuelas de educación básica, media y para necesidades especiales",13247.106,717.545
2008,Rama 6112 Escuelas de educación técnica superior,181.034,6.012
