product_hs12_code,import_value_world,import_value_china,share_imports_china
6406,296206638,123348212,0.4164262247222157
6501,52782066,910802,0.017255899001755635
6502,8699520,7331172,0.8427099426175237
6504,109917970,58783959,0.5347984410556345
6505,1892989669,788014922,0.4162806247200919
6506,620827586,349385858,0.5627743771037906
6507,72025556,21352061,0.29645117907871477
6601,475399225,455516294,0.9581763495722989
6602,59680466,50224293,0.8415532981930804
6603,57467054,45624621,0.7939265687779993
6701,19313343,15551423,0.8052165282830631
6702,1715510014,1667963207,0.9722841565412162
6703,31134422,1569913,0.0504237078819064
6704,2788432221,2375938461,0.8520696479930684
6801,43661456,616477,0.014119478745738575
6802,2663487895,401692247,0.15081436929151126
6803,57077634,26717946,0.46809834479123646
6804,516550764,71608015,0.13862725600382617
6805,560043667,66975324,0.11958946765484985
6806,447306985,23650980,0.05287415755423538
6807,568597300,873305,0.0015358936808176895
6808,40235504,14315735,0.3557985753080165
6809,340718768,3587160,0.010528213696757674
6810,2726983565,381976926,0.1400730576093516
6811,115892576,18585584,0.16036906453783545
6812,1257344,411807,0.32752134658454646
6813,194236943,2260881,0.011639809425954568
6814,48167609,27803766,0.5772295236826058
6815,1088156435,98040934,0.09009819805917887
6901,5052604,243141,0.04812191891547408
6902,235143398,22871038,0.09726421491961258
6903,352793452,10607741,0.03006785114594474
6904,35602124,5587959,0.15695577600931898
6905,16428066,977139,0.05947985599765669
6906,3195945,1332848,0.41704347227502353
6907,857071292,7096567,0.008280019487573736
6908,1084520106,9399676,0.008667129311846985
6909,909240659,54945131,0.06042968982538648
6910,1425599228,743095500,0.5212513344598977
6911,1106901042,918918832,0.8301725241306621
6912,377526881,154458529,0.4091325327374503
6913,589427613,391848520,0.664794983060965
6914,385260758,190354310,0.49409213382692874
7001,35209000,4240947,0.12045065182197734
7002,86383670,6607160,0.07648621550809313
7003,143877600,4874728,0.0338810766929668
7004,46427004,16474079,0.3548382962639588
7005,153180419,10207185,0.0666350507893571
7006,321547223,25454334,0.07916203959876836
7007,1554049036,595184469,0.3829895036851334
7008,352189185,24370081,0.06919599476060005
7009,1521728503,889876316,0.5847799487527902
7010,1792487324,489988321,0.27335664494774414
7011,7527985,610340,0.08107614454598408
7013,1515193206,955302337,0.6304821940971665
7014,29141775,1846740,0.0633708825217407
7015,7026429,35040,0.004986885941635502
7016,159298266,109220418,0.6856346948560005
7017,204624858,32237374,0.15754378189965562
7018,211003262,149434268,0.7082083309214433
7019,1626394444,358086873,0.22017221856667876
7020,449722318,38653502,0.08594970819304547
7101,50123861,2955286,0.05895966394129135
7102,10172710269,3069994,0.0003017872247237203
7103,1311177307,3576746,0.0027278888834521295
7104,808790171,8065381,0.009972155064678698
7105,46337078,23118028,0.49890992263258377
7106,5844595510,128254,2.1944033557251252e-05
7107,2485156,449111,0.18071742779930114
7108,30755585699,789031,2.5654884537791613e-05
7109,3592825,101690,0.0283036329350859
7110,7039652733,36606,5.199972411764136e-06
7111,6967789,0,0.0
7112,1632014720,5817,3.564306086650983e-06
7113,15678155783,1152227407,0.07349253464169384
7114,121690749,10150006,0.08340819728211221
7115,3569676329,1690960,0.0004737012110209166
7116,331310866,130563931,0.3940828520849057
7117,1302220924,687832173,0.5281992942389551
7118,154327883,71939,0.0004661438918332081
7201,1775752919,0,0.0
7202,2288825110,23476776,0.010257129693932797
7203,502754131,3284651,0.006533314790405969
7204,1829244065,3968104,0.002169258917344089
7205,205951369,9137220,0.0443659104786043
7206,4925417,212823,0.04320913335865775
7207,3615445636,4635063,0.0012820170641890962
7208,2120515305,1155125,0.0005447378744573598
7209,1063229129,495798,0.0004663134092895982
7210,5496152286,115182081,0.020956857635367202
7211,322154153,2434034,0.007555494713737246
7212,279806010,13264397,0.04740569010651344
7213,808929650,215298,0.0002661516981112016
7214,735479313,7036487,0.009567212667475802
7215,155547565,4128516,0.026541823396592546
7216,1029476068,22108393,0.02147538314606066
7217,590347105,85419677,0.1446939881241562
7218,246472910,1532931,0.00621947052923585
7219,1181039406,86169112,0.07296040382923515
7220,291406594,21397126,0.07342704811957687
7221,128244261,14796937,0.11538089022166848
7222,707189342,11400298,0.016120573830706853
7223,244450506,8946543,0.036598586545777086
7224,1093131573,135020,0.00012351669582596532
7225,1888271125,41937108,0.022209261924714334
7226,256472090,14274354,0.055656558965149
7227,532791454,35448,6.653259870042885e-05
7228,615210204,50141366,0.08150281915675117
7229,215946596,18325047,0.08485916119742865
7301,123072139,9194707,0.07470989839544431
7302,208152568,40769042,0.19586134531859342
7303,55526954,869933,0.01566685973806523
7304,2888052015,218463672,0.07564395338634508
7305,902085754,4002142,0.004436542736933633
7306,3875049829,73782065,0.019040288062319003
7307,3012389784,563758046,0.18714644731380486
7308,8461781929,1468565595,0.173552758428691
7309,546401307,21936403,0.04014705440666159
7310,773805103,199222100,0.2574577231755475
7311,588883296,150393735,0.25538801324736504
7312,927369689,143677024,0.1549296097384093
7313,9034377,3351577,0.37098042288914884
7314,604297862,206016323,0.34091850386192496
7315,630568266,201926186,0.32022890603251514
7316,30079744,22334634,0.7425140985242428
7317,935521990,233044710,0.24910660838661847
7318,6478942501,1201411768,0.18543331227504592
7319,35945764,19505993,0.5426506722739292
7320,1417647428,109231234,0.07705105786006476
7321,3006109839,1699753565,0.5654329535628122
7322,713693846,37120180,0.052011349415502735
7323,2695189660,2033053899,0.7543268398410226
7324,878956184,507628719,0.577535863835506
7325,724118179,126912230,0.17526452681420665
7326,9565546078,3142096107,0.32848057825225185
7401,117498,12398,0.1055166896457812
7402,3300109,37895,0.011482954047881449
7403,7854645395,160667630,0.020455109291410603
7404,788503371,48122,6.102954251035155e-05
7405,6196633,40056,0.006464155614831474
7406,52195577,186072,0.0035648997615257707
7407,602000135,10001154,0.016613208899031225
7408,2484231364,17354246,0.006985760767490253
7409,1085796198,93987749,0.08656113290240126
7410,435828143,10328414,0.023698364059064447
7411,1198986592,144861279,0.1208197655975122
7412,960169358,152174162,0.158486792701835
7413,83102264,4388689,0.052810703207797086
7415,139403986,25128688,0.18025803078543248
7418,242246743,100311228,0.4140870038446709
7419,448520016,46300843,0.10323027144456358
7501,21168818,806450,0.0380961279935422
7502,1339363345,24296816,0.01814057110843212
7503,331906152,215725,0.0006499578230173932
7504,103872572,1178171,0.01134246488091197
7505,577087926,14334965,0.02484017487484221
7506,157496062,4042864,0.02566961959975863
7507,271086706,4849618,0.01788954564227137
7508,490140755,9082672,0.01853074225586485
7601,10315136788,4743975,0.0004599042259448126
7602,1318264606,489560,0.00037136702128828905
7603,70730585,9891736,0.13985090042730453
7604,1717032707,48551428,0.028276355949461828
7605,877806635,3584944,0.00408397915561438
7606,3330508549,428364216,0.12861826045413344
7607,1449078969,234484472,0.16181621362003218
7608,263018408,19892499,0.07563158469121295
7609,177161229,71525688,0.40373217325106725
7610,3089952112,692697249,0.22417734123123523
7611,16353575,781287,0.047774691466544776
7612,363564489,62020631,0.17059045334870426
7613,75581819,20206928,0.26735170266277924
7614,354943248,674157,0.0018993374399954778
7615,1406015554,1027634453,0.7308841286118517
7616,3482369521,1123105002,0.32251172519953836
7801,797985263,1188351,0.0014891891556147697
7802,9150089,44526,0.004866182175932933
7804,9938430,152465,0.015340954255350191
7806,20248288,1122176,0.05542078421642363
7901,1535023263,1489160,0.0009701221055696795
7902,14877963,18184,0.001222210325432319
7903,66547351,0,0.0
7904,15186608,646528,0.042572245230798084
7905,10882628,38425,0.0035308567011571104
7907,173719745,23203706,0.13356976778891771
8001,706090863,14423,2.0426549550181617e-05
8002,15002025,241104,0.016071430356901818
8003,31852554,0,0.0
8007,45101739,576821,0.012789329475743717
8101,207803778,38416879,0.18487093627335302
8102,168416441,83879447,0.4980478538909393
8103,193646611,76744588,0.3963125799294262
8104,375631414,44163824,0.11757223265677136
8105,361394737,25227859,0.06980693523492015
8106,18850369,8096809,0.42953053067555336
8107,1130136,287895,0.2547436768672089
8108,1144843945,97125269,0.08483712511577288
8109,127959601,34700277,0.27118150360597015
8110,75146124,6794821,0.09042144342667627
8111,103209640,72075154,0.6983374227446196
8112,668026703,155088627,0.23215932282874627
8113,86373289,15151989,0.175424476425808
8201,436334567,177778072,0.40743522389781234
8202,819669575,162499111,0.19824953366117073
8203,574648654,278171917,0.48407303325903206
8204,898638664,370401251,0.41218040780849374
8205,1865146425,928691615,0.49791887787040634
8206,334279259,230093539,0.6883272976263238
8207,2977413071,694467197,0.233245162978597
8208,473817199,59966707,0.1265608490501418
8209,897322053,88739276,0.0988934526944029
8210,100427166,67328510,0.6704212882000474
8211,746297269,456520843,0.6117144762055936
8212,657233584,86752890,0.13199704353513378
8213,150436905,121179126,0.8055146175733939
8214,205698787,164324513,0.7988599028539726
8215,576783435,438372485,0.760029602791904
8301,3245611202,847453600,0.261107553325483
8302,6525017728,2064228286,0.31635596592205917
8303,378581877,245864285,0.6494349041436022
8304,70548016,64682002,0.9168507587796657
8305,165660398,75121785,0.45346857732407475
8306,698925557,533800701,0.7637447159483396
8307,364985763,95678136,0.26214210443052266
8308,251667540,74582254,0.29635229875096325
8309,974891310,113552311,0.11647689320361261
8310,167105057,71164118,0.4258645386177631
8311,223844111,20254609,0.09048533333986168
8401,133679702,1816,1.3584710115526739e-05
8402,276490615,20740047,0.07501175763235218
8403,461430220,21203776,0.045952291551255575
8404,82560955,6358408,0.07701470991947706
8405,58609076,3359715,0.05732414208338654
8406,313498122,5030242,0.016045525146718424
8407,10817015031,264017167,0.024407580672058327
8408,5795440314,58011160,0.010009793364597836
8409,13670183225,1607182044,0.11756843471276882
8410,63977862,4435056,0.06932172881925938
8411,35984948683,835377745,0.0232146432209489
8412,4395849726,536669941,0.12208559765493676
8413,11143787683,1704234760,0.15293137382721617
8414,15385623011,3800627614,0.2470246158561619
8415,14099195225,2491612938,0.1767202239729254
8416,247926550,9295235,0.037491890239266426
8417,502284923,70795863,0.1409476170958052
8418,12915216559,2808664738,0.21746942648381495
8419,8961330946,980418754,0.10940548450982295
8420,249150774,30946483,0.12420785415661603
8421,13901122225,1960210252,0.14101093568364764
8422,5708264885,417278749,0.07310080338011504
8423,744153403,279482526,0.3755711186339895
8424,3483190576,995975416,0.2859376753205823
8425,1539064448,740877274,0.4813815788953888
8426,1873819950,331264328,0.17678557003302264
8427,5691244244,713905815,0.12543932124379234
8428,6696485880,498425949,0.0744309713977923
8429,10917138884,712452479,0.06525999958140681
8430,1257557267,164807084,0.13105334311586464
8431,10425354377,1894705901,0.18174019150658557
8432,1075856237,156243341,0.14522696957697703
8433,3989100917,707732241,0.1774164794838656
8434,155104574,4612730,0.02973948402063243
8435,39961748,10001926,0.250287499936189
8436,1218024821,90370660,0.07419443220032705
8437,128910524,16597496,0.12875206371824227
8438,2178649079,199455630,0.0915501408292657
8439,760246006,48491246,0.06378362479683977
8440,189602886,3542907,0.018685933926132325
8441,1230515037,61550253,0.05001991129670364
8442,101569363,6903856,0.06797183516844543
8443,12610183367,1910680868,0.15151888060566376
8444,19652686,2049749,0.10429866940325612
8445,47634004,2490896,0.05229239179641502
8446,22759727,1691301,0.0743111286000926
8447,147927548,34514031,0.23331713035627413
8448,171861373,23667816,0.137714575339742
8449,102969559,5075385,0.049290149917025475
8450,1936096702,480192460,0.24802090696397458
8451,1102812229,120252835,0.10904198542397556
8452,336640567,58972039,0.17517805273896178
8453,38800583,5326656,0.13728288567210448
8454,429414774,33784261,0.07867512495040517
8455,1092815693,89036607,0.08147449526056541
8456,1166645619,281607390,0.24138211759744327
8457,1298378457,13646434,0.010510366932251094
8458,863486936,23301656,0.026985533918952077
8459,380364129,31854766,0.08374808130237749
8460,490185348,27629652,0.05636572393020609
8461,342810116,39654943,0.11567611674563302
8462,1610116744,84393095,0.052414270775386705
8463,423592793,18020883,0.04254294052637482
8464,330389852,62136673,0.18807076737938064
8465,1357985327,302741122,0.22293401554551553
8466,2842606644,187434626,0.06593758809212155
8467,6978689480,2854676970,0.40905631038336443
8468,161775974,47821374,0.2956024483586172
8470,890355625,178144467,0.2000823738267504
8471,140740263910,36392530368,0.2585793813153011
8472,850668435,168833159,0.19847116932227538
8473,31072072044,4092055069,0.1316955967148053
8474,2117597241,203233590,0.09597367528870897
8475,775763282,70448653,0.09081204877134157
8476,216790820,64560904,0.29780275751528595
8477,3713223119,593570644,0.1598532124188253
8478,72090178,1334976,0.018518139877529503
8479,15879264594,1422378342,0.08957457277570949
8480,2609681111,489846679,0.18770365349822238
8481,15957311943,3746640424,0.23479145092751916
8482,3226495365,510206429,0.15813022220163642
8483,10064464210,1244765069,0.12367921858803053
8484,975577125,117192524,0.12012635495117825
8486,15139416052,937218713,0.06190586940611809
8487,950336204,42592945,0.04481881761499218
8501,11920066169,1513182980,0.1269441761938595
8502,2186266738,332997224,0.1523131730507076
8503,4295156737,644106350,0.1499610816181491
8504,28917915053,4136230538,0.14303349776148191
8505,1175078940,483695046,0.41162770392259773
8506,1316717999,379111349,0.28792144505347494
8507,28767650211,14475609165,0.5031905302945078
8508,3155205566,1131726583,0.35868553072906184
8509,3944024105,3217804268,0.8158683066669543
8510,779570432,422166101,0.541536830632386
8511,4527308103,560342635,0.12376949442179372
8512,7621756017,1028440088,0.13493479530256655
8513,817148476,733383215,0.8974907700861943
8514,890423661,106900351,0.12005560463200673
8515,1916159270,256515322,0.13386952014693435
8516,11964429532,6661755337,0.5567967381296789
8517,99058674384,41272086862,0.41664283434693616
8518,10417894596,3021019309,0.28998367003635594
8519,680391637,450425793,0.6620095963936723
8521,694853925,367726122,0.5292135638436525
8522,102287478,28366107,0.2773174933494792
8523,14076391504,415561464,0.029521874543054057
8525,10377950879,2089053335,0.20129728492232923
8526,3838666637,407023410,0.10603249734603094
8527,2968643435,382580885,0.12887397674284853
8528,20910552138,6329703310,0.3027037865010392
8529,4245262706,1146712715,0.27011584309713155
8530,362077157,27030463,0.07465387549980128
8531,3567802400,702475354,0.19689301010616508
8532,2285066656,186479753,0.08160801458913766
8533,1002349955,86411548,0.08620896082147278
8534,2900163022,654226364,0.22558261692090495
8535,1593475654,62062839,0.0389480936493806
8536,15647640878,2461624132,0.1573159910297374
8537,19692939641,1136336340,0.05770272801904029
8538,5402443547,713352258,0.13204251961061722
8539,905985829,249667905,0.27557594943353136
8540,244670507,12620242,0.05158056095416519
8541,17725258202,627114975,0.035379737087792636
8542,33901596833,1904704036,0.05618331329295825
8543,17320875164,5699422594,0.3290493430635524
8544,31741747189,3749389885,0.11812172350422283
8545,338076441,43699189,0.12925830877402072
8546,385467296,116307205,0.30173040931596956
8547,603688827,180941176,0.2997258983559091
8548,593945667,93583739,0.15756279437593743
8601,4474192,56514,0.012631107471471944
8602,10700768,4801,0.00044865938594313977
8603,83210567,119420,0.0014351542635204011
8606,3299852060,155788,4.7210601314048e-05
8607,1068035812,205011689,0.19195207379431956
8608,48399098,10507822,0.21710780643060745
8609,3151267039,2857445997,0.9067609826892871
8701,14136682614,50924384,0.003602286716797899
8702,1300190679,16151787,0.012422629434955363
8703,193332912602,3228795262,0.01670070149228486
8704,42703759113,9656380,0.00022612482368233427
8705,1708032757,7215040,0.004224181281319536
8706,65240494,143945,0.002206375077417409
8707,782451901,8029749,0.01026229087019625
8708,88699003926,10200130034,0.11499712040182308
8709,268420839,20520518,0.07644904947190036
8710,489648295,113494,0.00023178677666997697
8711,4104790086,1547611899,0.37702583239965465
8712,973688547,378190812,0.3884104554430997
8713,434282689,312560529,0.7197167580400609
8714,1633675409,549432702,0.3363169323435657
8715,432301458,410952089,0.9506146264258031
8716,5764722745,1257333045,0.21810815552066937
8801,19811946,20651,0.0010423509129289974
8802,18809614996,332859581,0.01769624636499923
8803,15549586228,481275213,0.03095099804864081
8804,68203418,433851,0.0063611328100887845
8805,487875869,1135863,0.002328180326541217
8901,7469121436,232160481,0.03108270269660133
8902,1529357,61822,0.04042352439620049
8903,3255335280,191310972,0.05876843874588549
8905,1097073400,3011,2.7445747932636046e-06
8906,136185040,1100602,0.008081665945099403
8907,141249493,13061565,0.09247158855288776
9001,3265884506,263320686,0.08062767850982909
9002,1566523025,255139630,0.1628700159067244
9003,1014099653,315176534,0.3107944402383106
9004,2873901552,949640820,0.3304360997818898
9005,394301496,206412582,0.5234892185141494
9006,342732777,164106331,0.4788171485565269
9007,122862276,56035532,0.45608411161128093
9008,70616147,44422986,0.6290768880380857
9010,105068715,58633835,0.5580522708400878
9011,598090294,49394339,0.0825867590487934
9012,616320428,6405329,0.010392855256778865
9013,2851018880,536426784,0.1881526593047325
9014,1602588706,12265505,0.0076535576184199065
9015,1415567736,202433204,0.1430049575529461
9016,116108298,22123289,0.19054011970789547
9017,377079322,136648184,0.3623857794037298
9018,43251145983,2222990992,0.051397273794173075
9019,5635308737,1596899464,0.2833739087825243
9020,261944013,9493427,0.03624219882437244
9021,16393642598,680647292,0.041518978343656095
9022,4494549761,351239972,0.07814797714506826
9023,694891584,140946284,0.20283204926540022
9024,274226124,12428022,0.04532034300276949
9025,1429643121,312121654,0.218321376443709
9026,4018919746,406774136,0.10121479444939381
9027,7934798717,433345896,0.05461334451642398
9028,2037903693,62162371,0.03050309551600582
9029,1559788275,43836766,0.028104305374394484
9030,4902835695,272532971,0.05558680485212548
9031,8615243935,886138990,0.10285709803294153
9032,6702144551,454959429,0.06788266435287751
9033,455234721,70953475,0.1558612990769656
9101,1916542560,770870,0.0004022190876888223
9102,3355513736,135006065,0.04023409695855883
9103,3470158,472411,0.13613529989124415
9104,4739055,546725,0.11536582715330378
9105,205020249,169294542,0.8257454706339763
9106,55866590,30414251,0.54440858122896
9107,111803647,22288141,0.19935075105376482
9108,30619022,234945,0.007673171272420132
9109,6513050,1472055,0.226016228955712
9110,3891508,191322,0.049163974479816054
9111,16141462,2581170,0.15990930685213026
9112,1571194,404993,0.25776129491329525
9113,129450465,45803944,0.3538337540927335
9114,75964817,1520913,0.020021281694129534
9201,95885979,4739583,0.049429364432937585
9202,188689061,119192656,0.6316882142945213
9205,265003576,98645720,0.37224297682684854
9206,126581692,53127321,0.41970778049008856
9207,486267472,213496302,0.4390511689418535
9208,21737322,15452944,0.7108945618968151
9209,249799950,58311173,0.2334314838733955
9301,80444463,0,0.0
9303,786069029,5080364,0.006462999828988301
9304,211510939,56553163,0.2673770125903512
9305,529238423,30317758,0.05728563286872314
9306,1378281127,4415702,0.003203774551866152
9307,26610246,10053914,0.37782115956387624
9401,24326905261,7352763281,0.3022481981211017
9402,1009599028,337107100,0.3339019656821619
9403,27243986601,8253525512,0.3029485233889027
9404,5077005881,3289428575,0.6479071823237859
9405,14115743113,8399301787,0.5950307907817194
9406,1009441689,364822524,0.36141020127810475
9503,13082427975,9322610399,0.7126055206889071
9504,6804543549,4295022567,0.6311992180035646
9505,4820927117,4325676285,0.897270624512534
9506,8699134244,5340238669,0.6138816253678681
9507,768997992,482036566,0.6268372232628665
9508,421371797,13125222,0.031148790909705806
9601,33741390,1495051,0.044309111153986246
9602,335660061,84899943,0.25293430129001854
9603,1968459690,1235698214,0.6277488029231627
9604,1677419,218869,0.13047962375530503
9605,66898911,33243110,0.49691556264645326
9606,32042664,8805473,0.2748046479531165
9607,42174639,10356288,0.24555724116571573
9608,1269355093,482971466,0.38048570385339764
9609,293944958,118945790,0.4046532752570636
9610,179339711,165879370,0.9249450056267794
9611,32380400,10352677,0.31972047905523093
9612,161241043,29623994,0.1837248968924122
9613,237299066,111335952,0.46917989976412294
9614,53316115,38814295,0.7280030624887054
9615,489200196,440818911,0.9011012558956538
9616,237891393,162771633,0.6842266588434328
9617,1882099609,1748651143,0.9290959599790236
9618,70595064,38050401,0.5389952051038582
9619,1943626157,507809211,0.2612689735477768
9701,2922002368,30078608,0.010293834231417023
9702,136977189,441722,0.003224785113673197
9703,791939857,3014592,0.003806592095793456
9704,25559047,0,0.0
9705,584653160,349961,0.0005985788223568312
9706,610868022,27981584,0.045806267462466715
9999,94407354975,20473335407,0.21686165672602037
