product_hs12_code,import_value_world,import_value_china,share_imports_china
2504,79219397,39815357,0.5025960624264787
2505,56107398,956156,0.01704153167109977
2506,47381872,743534,0.015692372812961042
2507,22683096,209102,0.009218406517346662
2508,52749326,25648694,0.48623737865389977
2509,1674599,1356495,0.8100416875920743
2510,334212333,21277,6.366312041512843e-05
2511,162295585,30511403,0.18799897113652228
2512,8711323,33642,0.003861870349658714
2513,47671819,3747581,0.07861208316804526
2514,4500156,284653,0.06325402941586913
2515,21876269,181096,0.008278194055851115
2516,46237526,647995,0.014014482522269897
2517,314137688,8465240,0.026947546643941684
2518,57247744,220067,0.003844116547195292
2519,178436383,79478077,0.4454140779125746
2520,118961711,252795,0.0021250114669248495
2521,10491495,31364,0.002989469089009717
2522,68754277,754491,0.010973731859619439
2523,1921138227,424881,0.00022116107733876248
2524,16948,0,0.0
2525,11914103,2211548,0.18562438145784035
2526,104878504,4546558,0.04335071369820454
2529,158494328,5304788,0.033469891742750564
2530,97821645,2463193,0.025180449582502932
2601,658147396,0,0.0
2603,311432,0,0.0
2604,340358,0,0.0
2605,156864,61019,0.38899301305589556
2606,98469481,45169,0.0004587106537100566
2607,88906826,0,0.0
2608,51344104,0,0.0
2611,37903882,1256381,0.033146499348008736
2613,598701504,3783,6.318674622871835e-06
2614,369383757,35712,9.667994145178398e-05
2615,80649827,767541,0.00951695779830997
2616,6225632,0,0.0
2617,4165128,1134,0.0002722605403723487
2618,189335015,3874928,0.020465987234321133
2619,10344148,43561,0.004211173312678821
2620,308780020,34492,0.00011170411867969954
2621,25298611,3010755,0.11900870763220953
2701,501512410,18091,3.607288601293037e-05
2702,8862469,108761,0.012272088060336233
2703,451426742,16893,3.742135418286762e-05
2704,51161130,0,0.0
2705,546696,0,0.0
2707,1397851574,810998,0.000580174615878066
2708,97400031,253091,0.002598469398844442
2709,151199352200,0,0.0
2710,54110620166,1159226567,0.02142327261161925
2711,9304216896,12855075,0.0013816396526102651
2712,286649572,48374440,0.16875810998943336
2713,2522420150,495880,0.00019658897824773562
2714,23601004,0,0.0
2715,128882937,75513,0.0005859037802653426
2801,392807164,540114,0.0013750105637075397
2802,18786849,233138,0.0124096382528012
2803,408031183,5204985,0.012756341223067747
2804,875385635,7602213,0.008684415983134108
2805,71848181,30082333,0.4186930355272321
2806,70948055,1280095,0.01804270744279036
2807,302408329,20630,6.821902051513932e-05
2808,8301829,0,0.0
2809,158370904,10515979,0.06640095329632013
2810,12847805,445645,0.0346864697899758
2811,632580528,75212827,0.11889842268429736
2812,60641213,11042351,0.18209317481825438
2813,4858369,0,0.0
2814,1040130612,0,0.0
2815,275819920,2956825,0.01072012855344168
2816,23972573,3489611,0.1455668108717408
2817,302956812,885093,0.002921515427089984
2818,883387638,103005127,0.11660240937172815
2819,20444649,3231022,0.15803753833093442
2820,25403740,541656,0.021321899846243112
2821,187467486,62998093,0.3360481027627372
2822,39307986,731222,0.01860237764407467
2823,47673069,6138690,0.12876641107372383
2824,2378727,5473,0.0023008104755190485
2825,671357772,174553522,0.26000074666596695
2826,163515356,69421178,0.4245544864911648
2827,391755462,66896393,0.17076058788939105
2828,69538226,969191,0.013937528403442445
2829,173769831,1565159,0.009007081327022756
2830,38378868,2410620,0.06281112824901454
2831,14745305,443620,0.030085508573746016
2832,40611429,3181603,0.07834255228989849
2833,360051554,35553189,0.09874471754119966
2834,123531313,4621740,0.03741350988473668
2835,411381469,61837402,0.1503164499614347
2836,366443716,18842346,0.05141948183933382
2837,30918159,1871945,0.06054516376605735
2839,56023298,3390881,0.060526265340537434
2840,87230561,2691906,0.030859666258480214
2841,2159392747,36608049,0.016952936908239045
2842,239243313,13639861,0.05701250676126526
2843,132890905,796242,0.005991696722962342
2844,6886209713,286954983,0.041670961960144415
2845,203735622,2649671,0.013005437998466464
2846,162619115,93839923,0.5770534601667214
2847,45891626,262683,0.005723985460876893
2848,27474912,968575,0.035253070146321126
2849,237362365,72400324,0.30502023351511515
2850,38219962,7892687,0.20650692954639777
2852,1511945,244450,0.16167916160971463
2853,57997007,2043983,0.035242904862314704
2901,1361156879,9415543,0.006917309198714338
2902,3020033679,9139210,0.003026194728737659
2903,666549102,263752015,0.3956978026203987
2904,130105554,12103545,0.09302865733156941
2905,1645069890,103968977,0.06320034038189101
2906,275827860,35951928,0.13034190237345858
2907,182495321,27080832,0.14839192507297214
2908,30777488,4202551,0.13654626394460784
2909,487913994,108592150,0.2225641226433034
2910,143940407,24722233,0.17175325202463823
2911,14565191,2597643,0.1783459619582057
2912,328448505,105241495,0.32042007620037727
2913,3475924,1247407,0.3588706197258628
2914,915267691,247058998,0.2699308633194177
2915,1082785850,83757457,0.07735366785592922
2916,792072130,183242191,0.2313453334104812
2917,1372219108,167530427,0.12208722792395338
2918,1278534759,248176790,0.19411031906094622
2919,112129559,77160648,0.6881383346919254
2920,231376529,57504261,0.24853109020405437
2921,780971552,147568819,0.1889554345764441
2922,1988240773,394420110,0.19837643174617664
2923,249767688,73241835,0.29323983252789687
2924,1121084221,273892733,0.24431057709088924
2925,277737650,122285591,0.4402917321436255
2926,251052775,94145842,0.37500418786448386
2927,40280953,5716167,0.14190744196146501
2928,129394276,17827227,0.13777446384104347
2929,257631388,48847425,0.18960199445884288
2930,568899929,231497456,0.40692122498050093
2931,889152421,452855956,0.5093119529390563
2932,1081262771,403822467,0.37347301491433665
2933,11409230302,911072253,0.07985396287778432
2934,5968985517,691354513,0.11582445811452954
2935,1768822330,144594057,0.08174594731625759
2936,1237022951,742689013,0.6003841823626763
2937,18454920813,239678324,0.012987231233805458
2938,227886516,135281062,0.5936334644740455
2939,394319996,55165275,0.13989976557009298
2940,191222085,56652806,0.2962670655954829
2941,437772342,161662159,0.36928362870398057
2942,153978498,583496,0.0037894641627170566
3001,290280584,115298324,0.3971961280055851
3002,86714258057,321229282,0.003704457481361899
3003,1708222710,40681182,0.023814916967120757
3004,77251678737,985189045,0.012752979108117941
3005,1872598869,605281532,0.3232307473961205
3006,3511918603,334741411,0.09531582272836635
3101,53365014,389154,0.007292305779213325
3102,2499378489,1021042,0.00040851835946164293
3103,364403066,44372,0.00012176626417298037
3104,3582405789,85180,2.377731753938945e-05
3105,1929928414,8634074,0.004473779409312329
3201,20828934,285972,0.013729555242721495
3202,8197251,36701,0.004477232672270253
3203,184824265,13296681,0.07194229069435228
3204,736125745,154491783,0.20987145749127414
3205,25123174,81478,0.003243141173165461
3206,993710515,55027820,0.0553761071955649
3207,218449240,3065826,0.014034500646465971
3208,810353768,13392890,0.016527213827924103
3209,412609085,1150804,0.002789090308081801
3210,24618614,148758,0.006042501011632905
3211,14064714,132461,0.009417966124302278
3212,219304521,1628555,0.007425998299414904
3213,153002760,81197344,0.530692021503403
3214,665708745,10979345,0.01649271559441509
3215,746776511,24454447,0.03274667405815071
3301,1239051656,41191605,0.03324446143995146
3302,4800871137,30320368,0.0063155971353454805
3303,4245298783,80863993,0.01904789206446768
3304,6522679343,790115460,0.12113357386607315
3305,1835148482,102395815,0.05579701915367958
3306,601935408,111176801,0.18469888882163915
3307,1699513334,208244785,0.12253201009601493
3401,1537231609,297736125,0.19368332218570716
3402,1944272147,141300084,0.07267505437344518
3403,402335043,4039281,0.010039595283277376
3404,256684492,11080732,0.043168685079735945
3405,120220320,7719347,0.06421000210280592
3406,1029018324,105086687,0.10212324168485847
3407,191646527,81967046,0.4276990941766453
3501,347568655,1761,5.066624894583777e-06
3502,167677579,1586145,0.009459493686988408
3503,266467513,28607818,0.1073594963900909
3504,680826500,118247006,0.1736815561673936
3505,290974026,26472252,0.09097805863950208
3506,699718084,127145928,0.1817102214554169
3507,959887569,55226912,0.05753477155406312
3601,152501296,447753,0.002936060294202352
3602,137425631,716956,0.0052170471751372205
3603,319427473,4884111,0.015290203294442367
3604,444165410,408724831,0.9202086020160822
3605,9856459,1362760,0.13826060657280673
3606,27950765,9754103,0.3489744556186566
3701,295955718,30961284,0.10461458291540764
3702,140741102,2323806,0.01651121077622371
3703,26743897,543310,0.020315289129329207
3704,7082281,160987,0.022730953488007608
3705,278128792,11807,4.245155604026785e-05
3706,798197,3702,0.004637952786091654
3707,442958861,7412365,0.016733754875715195
3801,438590498,277084756,0.6317618764280661
3802,256328786,19447841,0.075870686642272
3803,4475250,0,0.0
3804,28594003,92979,0.003251695818875028
3805,18719294,30847,0.0016478719763683394
3806,107668586,10406822,0.09665606642219672
3807,4117336,54590,0.013258573019058926
3808,2252529305,465277356,0.2065577371034469
3809,218039697,1316640,0.006038533432744589
3810,101724705,2722050,0.026758986423209584
3811,650555839,4454640,0.006847436811646233
3812,484141550,78486293,0.16211435064806975
3813,14985824,5851600,0.3904756922275345
3814,88849580,1853155,0.02085721733293506
3815,1934798060,110566946,0.05714650447809525
3816,130900430,2090481,0.015970008654669812
3817,155602040,50024,0.00032148678770535397
3818,1337001938,114737371,0.0858169070208184
3819,52880677,40439,0.0007647216770693008
3820,49802255,2399065,0.04817181470999657
3821,302119686,2355404,0.0077962612472727115
3822,4698133015,278212784,0.05921773247197004
3823,718632076,3663163,0.005097410931598884
3824,7268152422,3164621875,0.43540939860052924
3825,23729628,19975,0.0008417746793165068
3826,1695264077,4438053,0.002617912489394418
3901,4135430834,53660026,0.012975679718501611
3902,1296664598,16786364,0.012945802658522184
3903,1031913765,17325639,0.016789812858054084
3904,1054869837,98678440,0.0935456077506556
3905,373951720,18770590,0.05019522306248518
3906,1033490385,90981226,0.08803296800869609
3907,4354545956,113772575,0.026127310665589862
3908,640249564,20297242,0.03170207859758886
3909,1335131576,364499745,0.27300660964968443
3910,617981806,77116482,0.1247876252201509
3911,523439521,77760542,0.1485568797928042
3912,497948066,43941838,0.08824582521824675
3913,741264885,108527591,0.1464086498580059
3914,310836473,56436786,0.18156423361553198
3915,283619498,928362,0.0032732657893640303
3916,924600941,242408271,0.262176102414328
3917,3901382954,649711203,0.16653356275468056
3918,4282065289,1730985022,0.4042406888205669
3919,1856407042,416849164,0.2245462091928436
3920,6428195752,689002855,0.10718448559778707
3921,3232014138,349735134,0.10820965474378132
3922,567904223,290405045,0.5113627144132014
3923,11799213836,2843550647,0.24099492445201584
3924,5916552636,4484098190,0.7578903570832696
3925,2706521274,577272395,0.21328943561076918
3926,16234624513,7544629023,0.4647245778279985
4001,1537378077,262187,0.0001705416539512681
4002,1180965401,27968466,0.023682714139057152
4003,98734611,6231313,0.06311173900305335
4004,28302242,9077,0.00032071664145900524
4005,663071431,1193096,0.0017993476180999872
4006,23814735,1248636,0.05243123637529454
4007,16724031,9708725,0.5805254128026909
4008,461006575,38070777,0.0825818525473308
4009,2140831853,256840354,0.11997222184455231
4010,779053765,128660138,0.1651492410154773
4011,17334817096,730929275,0.04216538720611373
4012,457004027,38760089,0.08481345176417887
4013,78010493,26639364,0.3414843692886289
4014,115775987,3463704,0.029917291916500784
4015,2770090486,585876504,0.21150085419989417
4016,4428472116,703743475,0.15891338063468569
4017,53512522,8968864,0.1676030892358241
4101,10651782,0,0.0
4102,723073,0,0.0
4103,1616929,0,0.0
4104,33383235,50697,0.0015186365251899643
4105,922236,2713,0.002941763279681123
4106,1835675,37909,0.020651259073637764
4107,418941921,2026939,0.004838233889704249
4112,4780335,23484,0.004912626416349482
4113,30251723,452774,0.014966883043322854
4114,28584668,202090,0.0070698739618035794
4115,12448135,19549,0.0015704360532722372
4201,646195006,318014984,0.4921346978035915
4202,13389157585,5136407727,0.3836244135892736
4203,1307491142,140083184,0.10713891628032154
4205,333871057,38844437,0.11634562561078782
4206,8169501,2899,0.00035485643492791055
4301,18081604,61977,0.00342762732775256
4302,29956531,1221236,0.040766936598900586
4303,101879807,16868335,0.16557093595593483
4304,7763605,5197270,0.6694402922353726
4401,150739972,185449,0.001230257625362966
4402,66890265,1012570,0.015137778270126453
4403,164098563,887828,0.005410333788236768
4404,16793523,154716,0.009212837592207423
4405,1060554,50617,0.047726942711073646
4407,7283995464,9257038,0.0012708736634655324
4408,410760943,7952054,0.019359323556718974
4409,1335236245,37364785,0.02798365093811545
4410,2462218122,13918915,0.005652998357714142
4411,1311021412,147419287,0.11244613219177536
4412,2819927131,167897348,0.05953960517428704
4413,67521547,928901,0.013757104824627315
4414,266704187,178683275,0.669968015912701
4415,320346877,11794301,0.036817281037517344
4416,249430835,556250,0.00223007712739285
4417,40393153,1504875,0.03725569529073405
4418,3167488335,296106802,0.093483154690134
4419,394562241,276212943,0.7000491032795001
4420,556911243,409890005,0.736005979681757
4421,1964063590,1039042710,0.5290270209632062
4501,7022899,58280,0.008298567301053312
4502,1805805,2689,0.0014890865846533818
4503,121891898,50049,0.00041060153153083234
4504,127455053,8654949,0.06790589149886431
4601,63793394,43336028,0.679318425979969
4602,494735252,241331550,0.4877993816377572
4701,6671199,0,0.0
4702,216428065,0,0.0
4703,3558866203,554775,0.0001558853208733568
4704,275249830,0,0.0
4705,75504570,0,0.0
4706,20739659,618862,0.02983954557787088
4707,161894033,255937,0.0015808921135468902
4801,423832637,168617,0.0003978386402555403
4802,2000952879,5321206,0.0026593359872918824
4803,605165316,27365145,0.04521928847620871
4804,858974785,2831028,0.003295822007161712
4805,1019926467,12144259,0.011906994663763344
4806,319141638,6275429,0.01966346052281652
4807,84524251,882171,0.010436898163108242
4808,87741657,6401061,0.07295350029690002
4809,29960090,1948106,0.065023369422455
4810,2249913126,11288178,0.0050171617159586275
4811,1740781109,83402263,0.04791082725381299
4812,22716428,1286052,0.05661330205611551
4813,251694141,1317097,0.005232926737059008
4814,161816392,26932802,0.1664405049891361
4816,21298769,4396518,0.2064212255647263
4817,246143895,61971129,0.25176788967282737
4818,1743126743,484054374,0.2776931602614968
4819,3853293639,1111842173,0.2885433286855718
4820,1039516961,397336504,0.38223186240055973
4821,558286167,152489764,0.27313906919710584
4822,36560026,6620500,0.1810857574335423
4823,2086119151,950078185,0.45542853319024057
4901,2090538669,538918361,0.25778923346000066
4902,144562577,690991,0.004779874669777089
4903,284630796,240473489,0.8448611056127602
4904,11854684,328906,0.02774481377993711
4905,28498072,1184465,0.041562987138217634
4906,8683452,6479,0.0007461318378911981
4907,186974634,1082198,0.005787940197278311
4908,115391601,23791818,0.20618327325227076
4909,308373622,197558895,0.6406478404952548
4910,87705766,45567589,0.5195506644340806
4911,1565171747,358710954,0.2291831261888987
5001,50348,4857,0.09646857869230158
5002,2758938,28618,0.010372831865014727
5003,2234125,1515403,0.6782982151849158
5004,13126571,11323666,0.86265224939552
5005,3037553,619422,0.20392138013723546
5006,1426843,175058,0.1226890414712761
5007,37559401,5438331,0.14479280433678907
5101,8419086,161257,0.019153741866991262
5102,6207220,16206,0.0026108306133824804
5104,257760,16409,0.06365999379267535
5105,4621710,741289,0.16039279833654643
5106,15178798,696359,0.0458770846018242
5107,49437816,477653,0.009661692984172278
5108,16485793,4973619,0.30169121982788455
5109,47576547,1022479,0.021491240211274687
5110,171828,8392,0.048839537211630236
5111,24313035,854250,0.03513547362556752
5112,54214006,1085132,0.020015713282652458
5113,272999,12260,0.04490858940875241
5201,6672684,10258,0.001537312421808076
5202,15836795,0,0.0
5203,3484114,28626,0.008216149069749153
5204,12552101,2365117,0.18842399372025448
5205,74768846,846194,0.011317467705734016
5206,9869052,413809,0.04192996449912312
5207,56829578,3654050,0.0642983834931873
5208,352093403,57800574,0.16416261567956728
5209,128216467,9372716,0.07310071958229827
5210,61353656,1673993,0.027284323529147145
5211,48695913,3879059,0.07965882064887048
5212,29701181,1403303,0.04724738049978551
5301,18014130,36596,0.0020315163707600643
5302,2462636,18747,0.007612574493347779
5303,1793670,82192,0.04582336773208004
5305,62837367,4344,6.913084057134348e-05
5306,1555555,55832,0.035892012818576007
5307,4127694,1074540,0.26032452987067356
5308,4545505,967164,0.21277371821172786
5309,115464959,12129462,0.10504885729011518
5310,29682571,587202,0.019782720304113818
5311,6733462,659562,0.09795288070237866
5401,60774357,7175779,0.11807247915432491
5402,776509809,124864525,0.16080225072855456
5403,12860172,372808,0.028989347887415504
5404,168060842,8593713,0.051134534956096434
5405,4187847,658705,0.15728965265445466
5406,28890934,19411205,0.6718787630749494
5407,763416703,204660127,0.26808442387459785
5408,21199653,2795350,0.13185829032201613
5501,46593464,1815677,0.03896849137467006
5502,2639812,0,0.0
5503,679145229,31293376,0.0460775908653258
5504,232631452,21389843,0.09194733908981491
5505,6644335,104983,0.015800377313907262
5506,20879817,431762,0.020678437938416797
5507,332863,0,0.0
5508,11860127,3767274,0.3176419611695558
5509,116814276,12373973,0.10592860242527206
5510,16944659,462907,0.02731875572119805
5511,147505490,6919879,0.04691268779216286
5512,91553766,17927576,0.19581473033015376
5513,30963921,10777488,0.3480659959053635
5514,22357799,7007573,0.3134285713902339
5515,62030830,9256709,0.14922755346011007
5516,37576466,11898498,0.316647605977635
5601,193413275,41890726,0.2165866122684702
5602,139909053,38484024,0.27506457355550823
5603,1704172901,287051041,0.16844009245280211
5604,81484956,34940108,0.42879213188751064
5605,8027927,344839,0.042954924727143136
5606,71631537,24165683,0.33736094480284573
5607,350932013,130012239,0.3704769989165964
5608,156311099,84504735,0.540618903843802
5609,151152595,81627474,0.5400335601251173
5701,347781155,31243898,0.08983781194239808
5702,1435626777,214272612,0.14925370258679704
5703,1205933643,239860639,0.19890036271257755
5704,38978743,3091449,0.07931115172185003
5705,606068743,425730172,0.7024453528038155
5801,197423963,97630835,0.49452373215707357
5802,4703287,1370576,0.29140811521814425
5803,9782049,2733317,0.27942172442603797
5804,27130598,15504067,0.571460570091378
5805,5034072,18791,0.003732763456700659
5806,424523816,101682693,0.23952176336792375
5807,48692442,10998528,0.22587751914352538
5808,43979841,13284017,0.30204786324716365
5809,2140663,571118,0.2667949135384692
5810,126807410,50995280,0.40214747702835346
5811,26874078,3271235,0.12172454809426392
5901,92625799,20781550,0.22436027785304177
5902,278327212,12838489,0.04612732225406691
5903,1084511689,238306300,0.21973603642735842
5904,36953964,5661517,0.153204592611499
5905,44338599,16129056,0.36377008664617483
5906,136162978,25066260,0.18409012764100974
5907,88020731,31000417,0.3521944960897905
5908,5904929,994480,0.16841523412051188
5909,64088599,11427483,0.1783075801048483
5910,87823666,11165312,0.12713329457233088
5911,739163056,79513545,0.1075724014540034
6001,104460285,63718235,0.6099756955478343
6002,7821789,2295801,0.2935135427457836
6003,15815804,1399662,0.08849768244472428
6004,140658034,57644060,0.40981704607075625
6005,286195946,31677907,0.11068607869099585
6006,371627604,127441444,0.3429278197536693
6101,642208692,56725086,0.08832811935843435
6102,692671982,153954795,0.22226219480608356
6103,3179410194,882266228,0.2774936778101052
6104,8040117358,3844069191,0.4781110797064562
6105,2419939372,299081572,0.12359052274636903
6106,1649597545,122080287,0.07400610371301201
6107,1857937513,642968355,0.3460656510249384
6108,3431836654,1421675575,0.41426085164716586
6109,8866078239,2036298039,0.22967291558997938
6110,12696700517,4802036612,0.37821137905634666
6111,1686620077,470086505,0.2787151127930039
6112,958753197,480121027,0.500776454777235
6113,164170301,53619144,0.32660684468136536
6114,2174845263,1120778619,0.5153371773465798
6115,2730926263,1526512654,0.5589724902799399
6116,1046081802,611339354,0.5844087458850565
6117,358567607,248960083,0.6943183883311579
6201,1797773133,536754663,0.2985664059314875
6202,1844796926,594768548,0.3224032627209614
6203,8806373134,1733436350,0.19683884882273261
6204,12092421473,4940270129,0.40854266782138315
6205,2757073619,486115229,0.17631565064131863
6206,1742650497,368481341,0.21144879115711748
6207,238748278,40111248,0.16800643898256723
6208,565447388,219791133,0.3887030653327556
6209,306675831,54138410,0.17653301801927782
6210,1894980936,659521183,0.3480357878386593
6211,2525589994,981568746,0.38864928524895004
6212,2305239533,750769441,0.32567957917282514
6213,25119799,14479178,0.5764050102470963
6214,329911579,139199321,0.42192917696895993
6215,92648303,51317519,0.553895941299648
6216,254785546,118803262,0.4662872908810926
6217,354194101,55461414,0.15658480433021102
6301,1857540704,1562552988,0.8411944807643903
6302,5625953131,2626053129,0.46677479670599836
6303,1710094761,936454513,0.5476038722277566
6304,1886598349,637453457,0.3378850921489914
6305,679756618,136367932,0.20061287877008943
6306,1361418023,1102910358,0.8101188168272104
6307,4784060511,2797887682,0.5848353455326937
6308,16378351,7355263,0.4490844652187513
6309,40740197,119947,0.002944192930633104
6310,74229638,1290974,0.01739162462303804
6401,257203635,146032368,0.5677694562909268
6402,6096751412,3585856744,0.5881585949104136
6403,10169036466,1942708604,0.19104156136084408
6404,7292702372,2688962495,0.36871962653023516
6405,470637791,253431794,0.5384858565257035
